timestamp_unix,timestamp_iso,voltage_v,current_a,power_w,temp_c,energy_ws,capacity_as,duration_sec
1778534314.0788906,2026-05-11T22:18:34.078893,5.12828,0.6432,3.298509696,27.1,0.03298509696,0.006432,0.012891530990600586
1778534314.0789595,2026-05-11T22:18:34.078960,5.12828,0.6432,3.298509696,27.1,0.06597019392,0.012864,0.012891530990600586
1778534314.0789704,2026-05-11T22:18:34.078970,5.12828,0.6432,3.298509696,27.1,0.09895529088,0.019296,0.012891530990600586
1778534314.078977,2026-05-11T22:18:34.078977,5.12828,0.65991,3.3842032548,27.1,0.132797323428,0.0258951,0.012891530990600586
1778534314.106126,2026-05-11T22:18:34.106136,5.1377,0.68257,3.5068398889999997,27.0,0.16786572231799998,0.0327208,0.04008817672729492
1778534314.1061912,2026-05-11T22:18:34.106192,5.12738,0.63874,3.2750627011999995,27.0,0.20061634932999997,0.0391082,0.04008817672729492
1778534314.1062396,2026-05-11T22:18:34.106240,5.12738,0.63974,3.2801900811999998,27.0,0.23341825014199996,0.0455056,0.04008817672729492
1778534314.1062555,2026-05-11T22:18:34.106256,5.12738,0.63849,3.2737808561999997,27.0,0.26615605870399994,0.0518905,0.04008817672729492
1778534314.1458888,2026-05-11T22:18:34.145891,5.12738,0.65509,3.3588953641999995,27.0,0.29974501234599993,0.0584414,0.07989192008972168
1778534314.1459134,2026-05-11T22:18:34.145913,5.12738,0.63376,3.2495283487999997,27.0,0.33224029583399994,0.064779,0.07989192008972168
1778534314.145921,2026-05-11T22:18:34.145921,5.1275,0.63551,3.258577525,27.0,0.36482607108399995,0.0711341,0.07989192008972168
1778534314.1459305,2026-05-11T22:18:34.145932,5.1275,0.6233,3.19597075,27.0,0.39678577858399994,0.07736710000000001,0.07989192008972168
1778534314.1858618,2026-05-11T22:18:34.185864,5.1275,0.6238,3.1985345000000005,27.0,0.42877112358399994,0.08360510000000002,0.11986804008483887
1778534314.18588,2026-05-11T22:18:34.185880,5.1275,0.64198,3.29175245,27.0,0.46168864808399995,0.09002490000000002,0.11986804008483887
1778534314.1858852,2026-05-11T22:18:34.185885,5.1275,0.64572,3.3109293,26.9,0.49479794108399994,0.09648210000000002,0.11986804008483887
1778534314.1858897,2026-05-11T22:18:34.185890,5.1275,0.63575,3.2598081250000006,26.9,0.527396022334,0.10283960000000002,0.11986804008483887
1778534314.2259479,2026-05-11T22:18:34.225951,5.1275,0.63725,3.2674993750000003,26.9,0.560071016084,0.10921210000000002,0.15994811058044434
1778534314.2259789,2026-05-11T22:18:34.225979,5.1275,0.63725,3.2674993750000003,26.9,0.592746009834,0.11558460000000002,0.15994811058044434
1778534314.2259932,2026-05-11T22:18:34.225993,5.1275,0.62231,3.1908945250000005,26.9,0.624654955084,0.12180770000000002,0.15994811058044434
1778534314.2260065,2026-05-11T22:18:34.226006,5.1275,0.63053,3.2330425750000003,26.9,0.656985380834,0.12811300000000003,0.15994811058044434
1778534314.265851,2026-05-11T22:18:34.265852,5.12758,0.63177,3.2394512166000005,27.0,0.689379893,0.13443070000000004,0.1998589038848877
1778534314.2658656,2026-05-11T22:18:34.265865,5.12758,0.636,3.26114088,27.0,0.7219913018,0.14079070000000005,0.1998589038848877
1778534314.2658699,2026-05-11T22:18:34.265870,5.12758,0.65379,3.3523605281999997,27.0,0.7555149070820001,0.14732860000000006,0.1998589038848877
1778534314.2658737,2026-05-11T22:18:34.265873,5.12758,0.65379,3.3523605281999997,27.0,0.7890385123640001,0.15386650000000007,0.1998589038848877
1778534314.3057284,2026-05-11T22:18:34.305730,5.12758,0.64198,3.2918038084,27.0,0.8219565504480001,0.16028630000000008,0.23973631858825684
1778534314.3057437,2026-05-11T22:18:34.305744,5.12758,0.6233,3.196020614,27.0,0.8539167565880001,0.16651930000000006,0.23973631858825684
1778534314.305759,2026-05-11T22:18:34.305760,5.12758,0.63974,3.2803180292,27.0,0.8867199368800002,0.17291670000000006,0.23973631858825684
1778534314.3057642,2026-05-11T22:18:34.305764,5.12758,0.63551,3.2586283658,27.0,0.9193062205380002,0.17927180000000006,0.23973631858825684
1778534314.3458123,2026-05-11T22:18:34.345814,5.12758,0.63302,3.2458606916000003,27.0,0.9517648274540002,0.18560200000000007,0.279813289642334
1778534314.3458295,2026-05-11T22:18:34.345829,5.12758,0.63401,3.2509369957999996,27.0,0.9842741974120002,0.19194210000000006,0.279813289642334
1778534314.3458333,2026-05-11T22:18:34.345833,5.1275,0.62629,3.2113019750000005,27.0,1.016387217162,0.19820500000000005,0.279813289642334
1778534314.3458364,2026-05-11T22:18:34.345836,5.1275,0.63401,3.250886275,27.0,1.0488960799120002,0.20454510000000004,0.279813289642334
1778534314.3857856,2026-05-11T22:18:34.385788,5.1275,0.63376,3.2496044000000004,27.0,1.0813921239120001,0.21088270000000003,0.3197917938232422
1778534314.3858035,2026-05-11T22:18:34.385803,5.1275,0.62853,3.2227875750000003,27.0,1.1136199996620002,0.21716800000000003,0.3197917938232422
1778534314.3858075,2026-05-11T22:18:34.385807,5.1275,0.63526,3.2572956500000005,27.0,1.1461929561620001,0.22352060000000004,0.3197917938232422
1778534314.3858116,2026-05-11T22:18:34.385811,5.1275,0.636,3.2610900000000003,27.0,1.1788038561620002,0.22988060000000005,0.3197917938232422
1778534314.4257884,2026-05-11T22:18:34.425791,5.1275,0.65017,3.3337466750000004,27.0,1.2121413229120002,0.23638230000000005,0.35979247093200684
1778534314.425831,2026-05-11T22:18:34.425831,5.1275,0.65017,3.3337466750000004,27.0,1.245478789662,0.24288400000000004,0.35979247093200684
1778534314.4258394,2026-05-11T22:18:34.425839,5.1275,0.62729,3.2164294750000004,27.0,1.2776430844120001,0.24915690000000004,0.35979247093200684
1778534314.4258468,2026-05-11T22:18:34.425847,5.1275,0.62106,3.18448515,27.0,1.3094879359120002,0.2553675,0.35979247093200684
1778534314.471933,2026-05-11T22:18:34.471935,5.12746,0.65062,3.3360280252,27.0,1.3428482161640003,0.26187370000000004,0.40593624114990234
1778534314.471958,2026-05-11T22:18:34.471958,5.12746,0.65062,3.3360280252,27.0,1.3762084964160004,0.26837990000000006,0.40593624114990234
1778534314.471966,2026-05-11T22:18:34.471966,5.12746,0.63775,3.270037615,27.0,1.4089088725660004,0.27475740000000004,0.40593624114990234
1778534314.4719734,2026-05-11T22:18:34.471973,5.12746,0.63974,3.2802412604,27.0,1.4417112851700005,0.28115480000000004,0.40593624114990234
1778534314.5057945,2026-05-11T22:18:34.505797,5.12746,0.63351,3.2482971846,27.0,1.4741942570160005,0.2874899,0.43977832794189453
1778534314.5058334,2026-05-11T22:18:34.505834,5.12746,0.63575,3.259782695,27.0,1.5067920839660005,0.29384740000000004,0.43977832794189453
1778534314.5058465,2026-05-11T22:18:34.505847,5.12746,0.63526,3.2572702396000004,27.0,1.5393647863620006,0.3002,0.43977832794189453
1778534314.505855,2026-05-11T22:18:34.505855,5.12746,0.62928,3.2266080288,27.0,1.5716308666500005,0.3064928,0.43977832794189453
1778534314.5459251,2026-05-11T22:18:34.545947,5.12746,0.64024,3.2828049904000003,27.0,1.6044589165540004,0.3128952,0.4799230098724365
1778534314.5459847,2026-05-11T22:18:34.545986,5.12746,0.63899,3.2763956654,27.0,1.6372228732080003,0.3192851,0.4799230098724365
1778534314.5459957,2026-05-11T22:18:34.545996,5.1275,0.64024,3.2828306000000005,27.0,1.6700511792080004,0.32568749999999996,0.4799230098724365
1778534314.5460033,2026-05-11T22:18:34.546003,5.1275,0.63849,3.2738574750000002,27.0,1.7027897539580004,0.3320724,0.4799230098724365
1778534314.5857403,2026-05-11T22:18:34.585742,5.1275,0.63077,3.2342731750000007,27.0,1.7351324857080004,0.3383801,0.5197477340698242
1778534314.5857549,2026-05-11T22:18:34.585755,5.1275,0.61633,3.1602320750000006,27.0,1.7667348064580004,0.3445434,0.5197477340698242
1778534314.5857596,2026-05-11T22:18:34.585759,5.1275,0.63476,3.2547319000000003,27.0,1.7992821254580005,0.350891,0.5197477340698242
1778534314.5857632,2026-05-11T22:18:34.585763,5.1275,0.65127,3.3393869250000003,27.0,1.8326759947080005,0.3574037,0.5197477340698242
1778534314.6266022,2026-05-11T22:18:34.626609,5.1275,0.65127,3.3393869250000003,27.0,1.8660698639580005,0.3639164,0.5605456829071045
1778534314.6266813,2026-05-11T22:18:34.626686,5.1275,0.63924,3.2777031000000005,27.0,1.8988468949580004,0.3703088,0.5605456829071045
1778534314.6267195,2026-05-11T22:18:34.626720,5.1275,0.63127,3.2368369250000004,27.0,1.9312152642080005,0.3766215,0.5605456829071045
1778534314.6267514,2026-05-11T22:18:34.626752,5.1275,0.63177,3.2394006750000006,27.0,1.9636092709580004,0.3829392,0.5605456829071045
1778534314.6669965,2026-05-11T22:18:34.667002,5.12746,0.62156,3.1870240376,27.0,1.9954795113340005,0.38915479999999997,0.6009862422943115
1778534314.6671052,2026-05-11T22:18:34.667106,5.12746,0.62604,3.2099950584,27.0,2.0275794619180005,0.39541519999999997,0.6009862422943115
1778534314.667129,2026-05-11T22:18:34.667129,5.12746,0.63775,3.270037615,27.0,2.0602798380680007,0.40179269999999995,0.6009862422943115
1778534314.66715,2026-05-11T22:18:34.667151,5.12746,0.63351,3.2482971846,27.0,2.0927628099140008,0.40812779999999993,0.6009862422943115
1778534314.7062347,2026-05-11T22:18:34.706240,5.12746,0.63476,3.2547065096,27.0,2.1253098750100006,0.41447539999999994,0.6402263641357422
1778534314.7063115,2026-05-11T22:18:34.706312,5.12746,0.63252,3.2432209992,27.0,2.1577420850020004,0.4208005999999999,0.6402263641357422
1778534314.7063336,2026-05-11T22:18:34.706334,5.12746,0.61932,3.1755385272,27.0,2.1894974702740004,0.4269937999999999,0.6402263641357422
1778534314.706357,2026-05-11T22:18:34.706358,5.12746,0.61957,3.1768203922,27.0,2.2212656741960006,0.43318949999999995,0.6402263641357422
1778534314.746114,2026-05-11T22:18:34.746119,5.12746,0.63376,3.2495790496,27.0,2.253761464692001,0.43952709999999995,0.6801068782806396
1778534314.746162,2026-05-11T22:18:34.746162,5.12746,0.63526,3.2572702396000004,27.0,2.286334167088001,0.44587969999999993,0.6801068782806396
1778534314.746179,2026-05-11T22:18:34.746180,5.12742,0.63277,3.2444775534000003,27.0,2.318778942622001,0.4522073999999999,0.6801068782806396
1778534314.7461946,2026-05-11T22:18:34.746195,5.12742,0.63376,3.2495536992,27.0,2.351274479614001,0.4585449999999999,0.6801068782806396
1778534314.7861605,2026-05-11T22:18:34.786165,5.12742,0.63177,3.2393501334000003,27.0,2.383667980948001,0.4648626999999999,0.7201530933380127
1778534314.7862077,2026-05-11T22:18:34.786208,5.12742,0.65031,3.3344125002,27.0,2.417012105950001,0.4713657999999999,0.7201530933380127
1778534314.7862253,2026-05-11T22:18:34.786226,5.12742,0.61957,3.1767956093999996,27.0,2.448780062044001,0.4775614999999999,0.7201530933380127
1778534314.786241,2026-05-11T22:18:34.786241,5.12742,0.62181,3.1882810301999998,27.0,2.480662872346001,0.4837795999999999,0.7201530933380127
1778534314.8261602,2026-05-11T22:18:34.826165,5.12742,0.6365,3.2636028299999995,27.0,2.5132989006460007,0.49014459999999993,0.76015305519104
1778534314.826207,2026-05-11T22:18:34.826208,5.12742,0.63426,3.2521174092000003,27.0,2.5458200747380006,0.4964871999999999,0.76015305519104
1778534314.8262255,2026-05-11T22:18:34.826226,5.12742,0.63476,3.2546811192,27.0,2.578366885930001,0.5028347999999999,0.76015305519104
1778534314.8262408,2026-05-11T22:18:34.826241,5.12742,0.65031,3.3344125002,27.0,2.6117110109320008,0.5093378999999999,0.76015305519104
