Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
15:01:32,teste,0.0,0.0,0.0,0.0,0.0,0,52
Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
15:01:40,teste,0.0,0.0,0.0,0.0,0.0,0,1
15:01:41,teste,0.0,0.0,0.0,0.0,0.0,0,2
15:01:41,teste,0.0,0.0,0.0,0.0,0.0,0,3
15:01:42,teste,0.0,0.0,0.0,0.0,0.0,0,4
15:01:42,teste,0.0,0.0,0.0,0.0,0.0,0,5
15:01:43,teste,0.0,0.0,0.0,0.0,0.0,0,6
15:01:43,teste,0.0,0.0,0.0,0.0,0.0,0,7
15:01:44,teste,0.0,0.0,0.0,0.0,0.0,0,8
15:01:44,teste,0.0,0.0,0.0,0.0,0.0,0,9
15:01:45,teste,0.0,0.0,0.0,0.0,0.0,0,10
15:01:45,teste,0.0,0.0,0.0,0.0,0.0,0,11
15:01:46,teste,0.0,0.0,0.0,0.0,0.0,0,12
15:01:47,teste,0.0,0.0,0.0,0.0,0.0,0,13
15:01:47,teste,0.0,0.0,0.0,0.0,0.0,0,14
15:01:48,teste,0.0,0.0,0.0,0.0,0.0,0,15
15:01:48,teste,0.0,0.0,0.0,0.0,0.0,0,16
15:01:49,teste,0.0,0.0,0.0,0.0,0.0,0,17
15:01:49,teste,0.0,0.0,0.0,0.0,0.0,0,18
15:01:50,teste,0.0,0.0,0.0,0.0,0.0,0,19
15:01:50,teste,0.0,0.0,0.0,0.0,0.0,0,20
15:01:51,teste,0.0,0.0,0.0,0.0,0.0,0,21
15:01:51,teste,0.0,0.0,0.0,0.0,0.0,0,22
15:01:52,teste,0.0,0.0,0.0,0.0,0.0,0,23
15:01:52,teste,0.0,0.0,0.0,0.0,0.0,0,24
15:01:53,teste,0.0,0.0,0.0,0.0,0.0,0,25
15:01:53,teste,0.0,0.0,0.0,0.0,0.0,0,26
15:01:54,teste,0.0,0.0,0.0,0.0,0.0,0,27
15:01:54,teste,0.0,0.0,0.0,0.0,0.0,0,28
15:01:55,teste,0.0,0.0,0.0,0.0,0.0,0,29
15:01:55,teste,0.0,0.0,0.0,0.0,0.0,0,30
15:01:56,teste,0.0,0.0,0.0,0.0,0.0,0,31
15:01:56,teste,0.0,0.0,0.0,0.0,0.0,0,32
15:01:57,teste,0.0,0.0,0.0,0.0,0.0,0,33
15:01:57,teste,0.0,0.0,0.0,0.0,0.0,0,34
15:01:58,teste,0.0,0.0,0.0,0.0,0.0,0,35
15:01:58,teste,0.0,0.0,0.0,0.0,0.0,0,36
15:01:59,teste,0.0,0.0,0.0,0.0,0.0,0,37
15:02:00,teste,0.0,0.0,0.0,0.0,0.0,0,38
15:02:00,teste,0.0,0.0,0.0,0.0,0.0,0,39
15:02:01,teste,0.0,0.0,0.0,0.0,0.0,0,40
15:02:01,teste,0.0,0.0,0.0,0.0,0.0,0,41
15:02:02,teste,0.0,0.0,0.0,0.0,0.0,0,42
15:02:02,teste,0.0,0.0,0.0,0.0,0.0,0,43
15:02:03,teste,0.0,0.0,0.0,0.0,0.0,1,44
15:02:03,teste,0.0,0.0,0.0,0.0,0.0,1,45
15:02:04,teste,0.0,0.0,0.0,0.0,0.0,1,46
15:02:04,teste,0.0,0.0,0.0,0.0,0.0,1,47
15:02:05,teste,0.0,0.0,0.0,0.0,0.0,1,48
15:02:05,teste,0.0,0.0,0.0,0.0,0.0,1,49
15:02:06,teste,0.0,0.0,0.0,0.0,0.0,1,50
15:02:06,teste,0.0,0.0,0.0,0.0,0.0,1,51
15:02:07,teste,0.0,0.0,0.0,0.0,0.0,1,52
15:02:07,teste,0.0,0.0,0.0,0.0,0.0,0,53
15:02:08,teste,0.0,0.0,0.0,0.0,0.0,0,54
15:02:08,teste,0.0,0.0,0.0,0.0,0.0,0,55
15:02:09,teste,0.0,0.0,0.0,0.0,0.0,0,56
15:02:09,teste,0.0,0.0,0.0,0.0,0.0,0,57
15:02:10,teste,0.0,0.0,0.0,0.0,0.0,0,58
15:02:10,teste,0.0,0.0,0.0,0.0,0.0,0,59
15:02:11,teste,0.0,0.0,0.0,0.0,0.0,0,60
15:02:12,teste,0.0,0.0,0.0,0.0,0.0,0,61
15:02:12,teste,0.0,0.0,0.0,0.0,0.0,0,62
15:02:13,teste,0.0,0.0,0.0,0.0,0.0,0,63
15:02:13,teste,0.0,0.0,0.0,0.0,0.0,0,64
15:02:14,teste,0.0,0.0,0.0,0.0,0.0,0,65
15:02:14,teste,0.0,0.0,0.0,0.0,0.0,0,66
15:02:15,teste,0.0,0.0,0.0,0.0,0.0,0,67
15:02:15,teste,0.0,0.0,0.0,0.0,0.0,0,68
15:02:16,teste,0.0,0.0,0.0,0.0,0.0,0,69
15:02:16,teste,0.0,0.0,0.0,0.0,0.0,0,70
15:02:17,teste,0.0,0.0,0.0,0.0,0.0,0,71
15:02:17,teste,0.0,0.0,0.0,0.0,0.0,0,72
15:02:18,teste,0.0,0.0,0.0,0.0,0.0,0,73
15:02:18,teste,0.0,0.0,0.0,0.0,0.0,0,74
15:02:19,teste,0.0,0.0,0.0,0.0,0.0,0,75
15:02:19,teste,0.0,0.0,0.0,0.0,0.0,0,76
15:02:20,teste,0.0,0.0,0.0,0.0,0.0,0,77
15:02:20,teste,0.0,0.0,0.0,0.0,0.0,0,78
15:02:21,teste,0.0,0.0,0.0,0.0,0.0,0,79
15:02:21,teste,0.0,0.0,0.0,0.0,0.0,0,80
15:02:22,teste,0.0,0.0,0.0,0.0,0.0,0,81
15:02:22,teste,0.0,0.0,0.0,0.0,0.0,0,82
15:02:23,teste,0.0,0.0,0.0,0.0,0.0,0,83
15:02:23,teste,0.0,0.0,0.0,0.0,0.0,0,84
15:02:24,teste,0.0,0.0,0.0,0.0,0.0,0,85
15:02:25,teste,0.0,0.0,0.0,0.0,0.0,0,86
15:02:25,teste,0.0,0.0,0.0,0.0,0.0,0,87
15:02:26,teste,0.0,0.0,0.0,0.0,0.0,0,88
15:02:26,teste,0.0,0.0,0.0,0.0,0.0,0,89
15:02:27,teste,0.0,0.0,0.0,0.0,0.0,0,90
15:02:27,teste,0.0,0.0,0.0,0.0,0.0,0,91
15:02:28,teste,0.0,0.0,0.0,0.0,0.0,0,92
15:02:28,teste,0.0,0.0,0.0,0.0,0.0,0,93
15:02:29,teste,0.0,0.0,0.0,0.0,0.0,0,94
15:02:29,teste,0.0,0.0,0.0,0.0,0.0,0,95
15:02:30,teste,0.0,0.0,0.0,0.0,0.0,0,96
15:02:30,teste,0.0,0.0,0.0,0.0,0.0,0,97
