Timestamp,Scenario,Temp,Hum,AccX_RMS,AccY_RMS,AccZ_RMS
2026-04-01 21:58:00,D0,25.6,50.0,2691.538520995009,2351.7523211426837,1995.613624928433
2026-04-01 21:58:01,D0,25.6,50.0,2691.8957502102494,2350.7189751222922,1996.3982794021838
2026-04-01 21:58:02,D0,25.6,50.0,2693.1428721848383,2349.343433812945,1996.4563130707368
2026-04-01 21:58:03,D0,25.59,50.0,2694.374123985012,2347.8017995563423,1996.6022538302416
2026-04-01 21:58:04,D0,25.59,50.0,2694.3638451404445,2347.1592702669327,1997.1418176984828
2026-04-01 21:58:05,D0,25.59,50.0,2694.7497843028023,2346.528045858391,1997.5585022722114
2026-04-01 21:58:06,D0,25.59,50.0,2695.1358555738893,2345.8454915019447,1998.0302800508305
2026-04-01 21:58:07,D0,25.59,50.0,2694.9525858537845,2345.655106787867,1998.5786574463364
2026-04-01 21:58:08,D0,25.59,50.0,2695.5288757496182,2344.738047202715,1999.013281596698
2026-04-01 21:58:09,D0,25.59,50.0,2696.2049977700135,2343.6560413166435,1999.4473611475746
2026-04-01 21:58:10,D0,25.59,50.0,2695.431132490682,2343.937260252501,2000.0615165539284
2026-04-01 21:58:11,D0,25.59,50.0,2696.0647822335427,2342.890588567891,2000.4379170571626
2026-04-01 21:58:12,D0,25.58,50.0,2696.0647822335427,2342.4795708821025,2000.9555967087326
2026-04-01 21:58:13,D0,25.58,50.0,2695.822106519642,2341.712149261732,2001.5958757951116
2026-04-01 21:58:14,D0,25.58,50.0,2695.6725097830413,2343.2169233769205,2000.108502056826
2026-04-01 21:58:15,D0,25.58,50.0,2695.9563720505566,2344.2912830960236,1998.3691976209002
2026-04-01 21:58:16,D0,25.58,50.0,2695.520508176482,2346.047512306603,1996.7627525572486
2026-04-01 21:58:17,D0,25.58,50.0,2695.107133306578,2347.624352403936,1995.283020024979
2026-04-01 21:58:18,D0,25.58,50.0,2695.590989004081,2348.269750262946,1993.7683867490728
2026-04-01 21:58:19,D0,25.58,50.0,2695.205969865754,2349.9734679353296,1992.2299741746683
2026-04-01 21:58:20,D0,25.58,50.0,2694.8332954006637,2351.596899980947,1990.641331330182
2026-04-01 21:58:21,D0,25.58,50.0,2695.416926933568,2352.2799535769545,1989.106573313758
2026-04-01 21:58:22,D0,25.57,50.0,2695.1342545409498,2353.792711773915,1987.590231914013
2026-04-01 21:58:23,D0,25.57,50.0,2694.6068971187615,2355.617857378399,1986.0116011745752
2026-04-01 21:58:24,D0,25.57,50.0,2695.091733132659,2356.4720685804873,1984.3305747783054
2026-04-01 21:58:25,D0,25.57,50.0,2696.403849574466,2356.26214585729,1982.806823671938
2026-04-01 21:58:26,D0,25.57,50.0,2696.5140960135923,2357.132923702013,1981.8509908668714
2026-04-01 21:58:27,D0,25.57,50.0,2697.771165239928,2357.518784654748,1980.0025631296542
2026-04-01 21:58:28,D0,25.56,50.0,2698.586233567495,2357.381008661943,1979.092577420268
2026-04-01 21:58:29,D0,25.56,50.0,2698.454741143531,2358.0077501993073,1978.2714626663349
2026-04-01 21:58:30,D0,25.56,50.0,2698.8535343734384,2358.261230228746,1977.3666706000686
2026-04-01 21:58:31,D0,25.55,50.0,2699.676508398738,2357.9363519823855,1976.4564022512614
2026-04-01 21:58:32,D0,25.55,50.0,2699.626251909697,2358.7621817385493,1975.3877138425257
2026-04-01 21:58:33,D0,25.55,50.0,2699.6667757336277,2359.537564863081,1974.305442427792
2026-04-01 21:58:34,D0,25.55,50.0,2700.306462237203,2359.458971883173,1973.2884381154215
2026-04-01 21:58:35,D0,25.55,50.0,2700.065856604242,2360.601404303573,1972.1952565605668
2026-04-01 21:58:36,D0,25.55,50.0,2700.339786026936,2361.158033677543,1971.1226293663212
2026-04-01 21:58:37,D0,25.55,50.0,2700.9988911511978,2361.0892676898093,1970.154666517327
2026-04-01 21:58:38,D0,25.55,50.0,2700.838649382817,2361.9950126958356,1969.2615976553243
2026-04-01 21:58:39,D0,25.55,50.0,2700.9804164414077,2362.56364993623,1968.266701948697
2026-04-01 21:58:40,D0,25.55,50.0,2701.618859128726,2362.691497000825,1967.296347782916
2026-04-01 21:58:41,D0,25.55,50.0,2701.4090934177298,2363.5823869710994,1966.5328372544404
2026-04-01 21:58:42,D0,25.55,50.0,2701.388889071694,2364.2318033560077,1965.6680696394292
2026-04-01 21:58:43,D0,25.55,50.0,2701.6932708951254,2364.487035278477,1964.8456733290786
2026-04-01 21:58:44,D0,25.55,50.0,2701.613260627805,2365.1760632138994,1964.1145511400296
2026-04-01 21:58:45,D0,25.55,50.0,2701.593043002591,2365.863480845841,1963.271425452935
2026-04-01 21:58:46,D0,25.55,50.0,2701.8874180838848,2366.2055616535094,1962.4885961452107
2026-04-01 21:58:47,D0,25.54,50.0,2701.6979309315834,2366.9870130611193,1961.8177948015457
2026-04-01 21:58:48,D0,25.54,50.0,2701.860016729216,2367.4677547962506,1961.0548640973816
2026-04-01 21:58:49,D0,25.54,50.0,2702.1532895082028,2368.2727376719095,1959.8687277468357
2026-04-01 21:58:50,D0,25.54,50.0,2702.558759768231,2368.1095751675007,1959.52072711671
2026-04-01 21:58:51,D0,25.54,50.0,2703.3119686784207,2367.6518831956696,1958.95094119276
2026-04-01 21:58:52,D0,25.54,50.0,2703.9985946741913,2367.3551148908778,1958.411956152229
2026-04-01 21:58:53,D0,25.53,50.0,2705.3104664714547,2366.4391160560203,1957.8412652715235
2026-04-01 21:58:54,D0,25.53,50.0,2705.9381090483203,2366.168865486992,1957.2799952995995
2026-04-01 21:58:55,D0,25.53,50.0,2705.868611000911,2366.692286715787,1956.768307695114
2026-04-01 21:58:56,D0,25.53,50.0,2706.8845764088283,2365.902166193691,1956.2157754194704
2026-04-01 21:58:57,D0,25.53,50.0,2707.519327724181,2365.4799808918274,1955.8436057108452
2026-04-01 21:58:58,D0,25.53,50.0,2706.9362423226744,2366.4649564276247,1955.5035489612387
2026-04-01 21:58:59,D0,25.52,50.0,2707.2948971251726,2366.4950073896207,1955.0816786006665
2026-04-01 21:59:00,D0,25.52,50.0,2708.102743619599,2365.956199932704,1954.5476970388827
2026-04-01 21:59:01,D0,25.52,50.0,2707.8068376455512,2366.6849262206406,1954.1039429876805
2026-04-01 21:59:02,D0,25.52,50.0,2708.345426639667,2366.525169948547,1953.5203249518547
2026-04-01 21:59:03,D0,25.52,50.0,2709.417101518332,2365.7307053001614,1953.0071300433083
2026-04-01 21:59:04,D0,25.52,50.0,2709.5459029143612,2366.053695502281,1952.444183581185
2026-04-01 21:59:05,D0,25.5,50.0,2709.9147791028413,2366.073703416696,1951.9009119317507
2026-04-01 21:59:06,D0,25.5,50.0,2711.037284878244,2365.199708269896,1951.4186147518426
2026-04-01 21:59:07,D0,25.5,50.0,2711.443694786967,2365.1191724731334,1950.9454067195218
2026-04-01 21:59:08,D0,25.5,50.0,2711.423742243178,2365.4694988521837,1950.5439190133607
2026-04-01 21:59:09,D0,25.5,50.0,2712.406654615049,2364.7554799598206,1950.0920311616064
2026-04-01 21:59:10,D0,25.5,50.0,2713.006940647222,2364.406824131583,1949.6398077593717
2026-04-01 21:59:11,D0,25.5,50.0,2712.739664988146,2365.021928016736,1949.2671417740567
2026-04-01 21:59:12,D0,25.49,50.0,2713.6079322555056,2364.3120606214397,1948.7943760181574
2026-04-01 21:59:13,D0,25.49,50.0,2714.167955377854,2364.053180450897,1948.3219780108213
2026-04-01 21:59:14,D0,25.49,50.0,2714.217758397436,2364.4249427714976,1947.820456304944
2026-04-01 21:59:15,D0,25.49,50.0,2715.0648832026095,2363.8854498473484,1947.378784417659
2026-04-01 21:59:16,D0,25.49,50.0,2715.6435259437126,2363.636006241232,1946.9467224349
2026-04-01 21:59:17,D0,25.49,50.0,2715.9340290220603,2363.636006241232,1946.4939994770084
2026-04-01 21:59:18,D0,25.49,50.0,2716.4927572147144,2363.2781512128445,1946.0913878849574
2026-04-01 21:59:19,D0,25.49,50.0,2717.032406873352,2362.9286849162418,1945.6795727971244
2026-04-01 21:59:20,D0,25.49,50.0,2717.5040036769033,2362.740320052121,1945.2473544513562
2026-04-01 21:59:21,D0,25.48,50.0,2717.74976037162,2362.760736934656,1944.9356955951012
2026-04-01 21:59:22,D0,25.48,50.0,2718.3183901081197,2362.470628388848,1944.5240574495344
2026-04-01 21:59:23,D0,25.48,50.0,2718.739853314399,2362.371323479863,1944.1222723892652
2026-04-01 21:59:24,D0,25.47,50.0,2718.965932114634,2362.350979427062,1943.7600392023703
2026-04-01 21:59:25,D0,25.47,50.0,2719.570824597146,2361.9579505147844,1943.3879592093801
2026-04-01 21:59:26,D0,25.47,50.0,2720.061848561536,2361.7494934899423,1942.935565066428
2026-04-01 21:59:27,D0,25.46,50.0,2720.1114701423544,2361.9607067011084,1942.5529722506926
2026-04-01 21:59:28,D0,25.46,50.0,2720.6214602549912,2361.5932037503835,1942.2212541314648
2026-04-01 21:59:29,D0,25.46,50.0,2721.081316315262,2361.3937536971675,1941.8287488859567
2026-04-01 21:59:30,D0,25.46,50.0,2721.531182992398,2361.195049122372,1941.456298761319
2026-04-01 21:59:31,D0,25.46,50.0,2721.872669689014,2361.174508586775,1941.0326736044399
2026-04-01 21:59:32,D0,25.46,50.0,2722.2207992740045,2361.1344434402713,1940.6195737444266
2026-04-01 21:59:33,D0,25.46,50.0,2722.6108113353257,2361.005080468909,1940.2365242413102
2026-04-01 21:59:34,D0,25.46,50.0,2722.9819077621505,2360.9129632411273,1939.8332325228373
2026-04-01 21:59:35,D0,25.46,50.0,2722.9819077621505,2361.3477655779548,1939.3206233111637
2026-04-01 21:59:36,D0,25.46,50.0,2723.2917214283157,2361.3677032601254,1938.808930761358
2026-04-01 21:59:37,D0,25.46,50.0,2723.781709315194,2361.132808632331,1938.4566077165616
2026-04-01 21:59:38,D0,25.46,50.0,2723.752031665144,2361.4863942017537,1938.004455619233
2026-04-01 21:59:39,D0,25.46,50.0,2724.111512034704,2361.4764280000763,1937.5415531027973
2026-04-01 21:59:40,D0,25.46,50.0,2724.2381870901086,2361.775253913886,1936.87179751268
2026-04-01 21:59:41,D0,25.46,50.0,2724.436327022527,2362.2035263710873,1936.193915908218
2026-04-01 21:59:42,D0,25.46,50.0,2724.1772152339868,2362.034002718843,1936.3846234671457
2026-04-01 21:59:43,D0,25.46,50.0,2723.7153485634285,2362.798163195494,1936.15435851587
2026-04-01 21:59:44,D0,25.46,50.0,2723.6138676398314,2363.277683641937,1935.864135211973
2026-04-01 21:59:45,D0,25.46,50.0,2724.232291857653,2362.79545665722,1935.493595959439
2026-04-01 21:59:46,D0,25.44,50.0,2723.5722681801562,2363.7577815842296,1935.1049661452475
2026-04-01 21:59:47,D0,25.44,50.0,2723.7031207530677,2363.8868839265556,1934.7354289411253
2026-04-01 21:59:48,D0,25.44,50.0,2724.0330761574833,2363.6870351211896,1934.4747038925063
