20:31:58,D1,21.21,37.0,3605.0,1484.0,1246.0,0,1
20:31:59,D1,21.21,37.0,3605.0,1484.0,1246.0,0,2
20:31:59,D1,21.21,37.0,3605.0,1484.0,1246.0,0,3
20:32:00,D1,21.21,37.0,3605.0,1484.0,1246.0,0,4
20:32:00,D1,21.21,37.0,3605.0,1484.0,1246.0,0,5
20:32:01,D1,21.21,37.0,3605.0,1484.0,1246.0,0,6
20:32:01,D1,21.21,37.0,3605.0,1484.0,1246.0,0,7
20:32:02,D1,21.21,37.0,3605.0,1484.0,1246.0,0,8
20:32:02,D1,21.21,37.0,3605.0,1484.0,1246.0,0,9
20:32:03,D1,21.21,37.0,3605.0,1484.0,1246.0,0,10
20:32:03,D1,21.21,37.0,3605.0,1484.0,1246.0,0,11
20:32:04,D1,21.21,37.0,3610.0,1487.0,1235.0,0,12
20:32:05,D1,21.21,37.0,3610.0,1487.0,1235.0,0,13
20:32:05,D1,21.21,37.0,3610.0,1487.0,1235.0,0,14
20:32:06,D1,21.21,37.0,3608.0,1486.0,1230.0,0,15
20:32:06,D1,21.21,37.0,3608.0,1486.0,1230.0,0,16
20:32:07,D1,21.21,37.0,3611.0,1486.0,1230.0,0,17
20:32:07,D1,21.21,37.0,3611.0,1486.0,1230.0,0,18
20:32:08,D1,21.21,37.0,3611.0,1486.0,1230.0,0,19
20:32:08,D1,21.21,37.0,3611.0,1486.0,1230.0,0,20
20:32:09,D1,21.21,37.0,3611.0,1486.0,1230.0,0,21
20:32:09,D1,21.21,37.0,3611.0,1486.0,1230.0,0,22
20:32:10,D1,21.21,37.0,3611.0,1486.0,1230.0,0,23
20:32:11,D1,21.21,37.0,3611.0,1486.0,1230.0,0,24
20:32:11,D1,21.21,37.0,3611.0,1486.0,1230.0,0,25
20:32:12,D1,21.21,37.0,3611.0,1486.0,1230.0,0,26
20:32:12,D1,21.21,37.0,3608.0,1485.0,1229.0,0,27
20:32:13,D1,21.21,37.0,3608.0,1485.0,1229.0,0,28
20:32:14,D1,21.21,37.0,3608.0,1485.0,1229.0,0,29
20:32:14,D1,21.21,37.0,3608.0,1485.0,1229.0,0,30
20:32:15,D1,21.21,37.0,3608.0,1485.0,1229.0,0,31
20:32:15,D1,21.21,37.0,3613.0,1484.0,1227.0,0,32
20:32:16,D1,21.21,37.0,3613.0,1484.0,1227.0,0,33
20:32:16,D1,21.21,37.0,3611.0,1486.0,1227.0,0,34
20:32:17,D1,21.21,37.0,3611.0,1486.0,1227.0,0,35
20:32:17,D1,21.21,37.0,3611.0,1486.0,1227.0,0,36
20:32:18,D1,21.21,37.0,3611.0,1486.0,1227.0,0,37
20:32:18,D1,21.21,37.0,3611.0,1486.0,1227.0,0,38
20:32:19,D1,21.21,37.0,3611.0,1486.0,1227.0,0,39
20:32:19,D1,21.21,37.0,3611.0,1486.0,1227.0,0,40
20:32:20,D1,21.21,37.0,3611.0,1483.0,1225.0,0,41
20:32:20,D1,21.21,37.0,3611.0,1483.0,1225.0,0,42
20:32:21,D1,21.21,37.0,3611.0,1483.0,1225.0,0,43
20:32:21,D1,21.21,37.0,3611.0,1483.0,1225.0,0,44
20:32:22,D1,21.21,37.0,3611.0,1483.0,1225.0,0,45
20:32:22,D1,21.21,37.0,3611.0,1483.0,1225.0,0,46
