timestamp_unix,timestamp_iso,voltage_v,current_a,power_w,temp_c,energy_ws,capacity_as,duration_sec
1778535566.5149384,2026-05-11T22:39:26.514945,5.13168,1.03768,5.3250417024,27.8,0.053250417024000005,0.0103768,0.04015469551086426
1778535566.5150716,2026-05-11T22:39:26.515075,5.13168,1.03818,5.327607542400001,27.8,0.10652649244800001,0.020758600000000002,0.04015469551086426
1778535566.5150964,2026-05-11T22:39:26.515097,5.13168,1.0317,5.294354256000001,27.8,0.15947003500800003,0.031075600000000002,0.04015469551086426
1778535566.515111,2026-05-11T22:39:26.515111,5.13168,1.04291,5.351880388800001,27.8,0.21298883889600004,0.041504700000000005,0.04015469551086426
1778535566.5552437,2026-05-11T22:39:26.555250,5.13168,1.02224,5.245808563200001,27.8,0.26544692452800006,0.051727100000000005,0.0804605484008789
1778535566.5552948,2026-05-11T22:39:26.555295,5.13168,1.01776,5.2228186368000005,27.8,0.3176751108960001,0.06190470000000001,0.0804605484008789
1778535566.5553432,2026-05-11T22:39:26.555344,5.13168,1.03893,5.3314563023999995,27.8,0.3709896739200001,0.07229400000000001,0.0804605484008789
1778535566.55536,2026-05-11T22:39:26.555360,5.13168,1.04241,5.349314548800001,27.8,0.4244828194080001,0.08271810000000002,0.0804605484008789
1778535566.595329,2026-05-11T22:39:26.595334,5.13161,1.03444,5.3083426484,27.8,0.4775662458920001,0.09306250000000002,0.12055397033691406
1778535566.5953782,2026-05-11T22:39:26.595379,5.13161,1.03644,5.318605868400001,27.8,0.5307523045760001,0.10342690000000002,0.12055397033691406
1778535566.5953977,2026-05-11T22:39:26.595398,5.13161,1.02573,5.263646325300001,27.8,0.5833887678290001,0.11368420000000001,0.12055397033691406
1778535566.595419,2026-05-11T22:39:26.595422,5.13161,1.02921,5.2815043281,27.8,0.63620381111,0.12397630000000001,0.12055397033691406
1778535566.6352353,2026-05-11T22:39:26.635245,5.13161,1.0317,5.294282037,27.8,0.68914663148,0.1342933,0.1604456901550293
1778535566.635325,2026-05-11T22:39:26.635328,5.13161,1.04341,5.3543731901,27.8,0.742690363381,0.1447274,0.1604456901550293
1778535566.6353598,2026-05-11T22:39:26.635360,5.13161,1.03942,5.333898066200001,27.8,0.7960293440430001,0.1551216,0.1604456901550293
1778535566.635375,2026-05-11T22:39:26.635375,5.13161,1.03345,5.3032623545,27.8,0.8490619675880001,0.1654561,0.1604456901550293
1778535566.6753232,2026-05-11T22:39:26.675329,5.13161,1.07205,5.5013425005,27.8,0.9040753925930001,0.1761766,0.2005479335784912
1778535566.6753721,2026-05-11T22:39:26.675373,5.13161,1.03096,5.2904846456,27.8,0.9569802390490001,0.1864862,0.2005479335784912
1778535566.6753905,2026-05-11T22:39:26.675391,5.13165,1.02896,5.280262584,27.8,1.0097828648890002,0.1967758,0.2005479335784912
1778535566.675406,2026-05-11T22:39:26.675406,5.13165,1.03146,5.293091709,27.8,1.0627137819790002,0.2070904,0.2005479335784912
1778535566.7146902,2026-05-11T22:39:26.714692,5.13165,1.0337,5.304586605,27.8,1.1157596480290002,0.21742740000000002,0.2399299144744873
1778535566.7147052,2026-05-11T22:39:26.714705,5.13165,1.0444,5.359495259999999,27.8,1.169354600629,0.22787140000000003,0.2399299144744873
1778535566.7147098,2026-05-11T22:39:26.714709,5.13165,1.0444,5.359495259999999,27.8,1.222949553229,0.23831540000000004,0.2399299144744873
1778535566.7147136,2026-05-11T22:39:26.714713,5.13165,1.0444,5.359495259999999,27.8,1.276544505829,0.24875940000000005,0.2399299144744873
1778535566.7549765,2026-05-11T22:39:26.754978,5.13165,1.03245,5.2981720425,27.8,1.329526226254,0.25908390000000003,0.2802143096923828
1778535566.7549946,2026-05-11T22:39:26.754994,5.13165,1.0444,5.359495259999999,27.8,1.3831211788539999,0.26952790000000004,0.2802143096923828
1778535566.7550125,2026-05-11T22:39:26.755013,5.13165,1.0444,5.359495259999999,27.8,1.4367161314539998,0.27997190000000005,0.2802143096923828
1778535566.755019,2026-05-11T22:39:26.755019,5.13165,1.0444,5.359495259999999,27.8,1.4903110840539997,0.29041590000000006,0.2802143096923828
1778535566.7950563,2026-05-11T22:39:26.795063,5.13161,1.04451,5.3600179611000005,27.8,1.5439112636649996,0.30086100000000005,0.3202803134918213
1778535566.7951384,2026-05-11T22:39:26.795139,5.13161,1.021,5.23937381,27.8,1.5963050017649996,0.31107100000000004,0.3202803134918213
1778535566.7951562,2026-05-11T22:39:26.795156,5.13161,1.02199,5.2444541039,27.8,1.6487495428039995,0.32129090000000005,0.3202803134918213
1778535566.7951715,2026-05-11T22:39:26.795172,5.13161,1.04451,5.3600179611000005,27.8,1.7023497224149995,0.33173600000000003,0.3202803134918213
1778535566.835377,2026-05-11T22:39:26.835383,5.13161,1.04451,5.3600179611000005,27.8,1.7559499020259994,0.3421811,0.36060118675231934
1778535566.8354275,2026-05-11T22:39:26.835429,5.13161,1.0322,5.296847842,27.8,1.8089183804459994,0.3525031,0.36060118675231934
1778535566.8354473,2026-05-11T22:39:26.835447,5.13161,1.04451,5.3600179611000005,27.8,1.8625185600569993,0.3629482,0.36060118675231934
1778535566.8354635,2026-05-11T22:39:26.835464,5.13161,1.019,5.2291105899999994,27.8,1.9148096659569993,0.3731382,0.36060118675231934
1778535566.8747063,2026-05-11T22:39:26.874708,5.13161,1.02647,5.2674437167,27.8,1.9674841031239994,0.3834029,0.3999447822570801
1778535566.8747241,2026-05-11T22:39:26.874724,5.13161,1.04451,5.3600179611000005,27.8,2.0210842827349995,0.393848,0.3999447822570801
1778535566.874729,2026-05-11T22:39:26.874729,5.13168,1.07379,5.5103466672,27.8,2.0761877494069996,0.4045859,0.3999447822570801
1778535566.874733,2026-05-11T22:39:26.874733,5.13168,1.04346,5.3547028128,27.8,2.1297347775349995,0.4150205,0.3999447822570801
