Scenario,Temp_Mean,Hum_Mean,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz,AccY_Mean,AccY_Std,AccY_Max,AccY_Min,AccY_RMS,AccY_Skew,AccY_Kurt,AccY_PeakFreq_Hz,AccZ_Mean,AccZ_Std,AccZ_Max,AccZ_Min,AccZ_RMS,AccZ_Skew,AccZ_Kurt,AccZ_PeakFreq_Hz
D2,19.12,73.0,3688.1,0.44,3690.0,3688.0,3688.1,4.129,15.053,0.1,1454.6,1.24,1459.0,1452.0,1454.6,1.733,5.895,0.1,1068.2,1.29,1069.0,1063.0,1068.2,-3.181,10.334,0.1
D2,19.12,73.0,3688.3,0.71,3690.0,3688.0,3688.3,1.96,1.843,0.1,1454.3,0.95,1456.0,1452.0,1454.3,-0.975,1.004,0.1,1068.1,1.48,1069.0,1062.0,1068.1,-3.412,11.489,0.1
D2,19.13,73.0,3688.45,0.8,3690.0,3688.0,3688.45,1.314,-0.162,0.1,1454.15,1.24,1456.0,1451.0,1454.15,-0.922,0.595,0.5,1067.65,1.96,1069.0,1062.0,1067.65,-2.309,4.025,0.2
D2,19.14,73.0,3688.55,0.8,3690.0,3688.0,3688.55,0.989,-0.735,0.1,1453.85,1.39,1456.0,1451.0,1453.85,-0.628,-0.233,0.4,1067.4,1.93,1069.0,1062.0,1067.4,-2.067,3.192,0.1
D2,19.15,73.0,3688.65,0.79,3690.0,3688.0,3688.65,0.708,-1.054,0.1,1453.65,1.35,1456.0,1451.0,1453.65,-0.319,-0.279,0.5,1067.1,1.89,1069.0,1062.0,1067.1,-1.82,2.395,0.1
D2,19.16,73.0,3688.75,0.77,3690.0,3688.0,3688.75,0.458,-1.169,0.1,1453.45,1.28,1456.0,1451.0,1453.45,-0.031,0.067,0.4,1066.8,1.81,1068.0,1062.0,1066.8,-1.739,2.112,0.1
D2,19.17,73.0,3688.95,0.86,3691.0,3688.0,3688.95,0.561,-0.474,0.2,1453.4,1.28,1456.0,1451.0,1453.4,0.08,0.098,0.4,1066.4,2.03,1068.0,1062.0,1066.4,-1.298,0.453,0.4
D2,19.19,73.0,3689.25,0.99,3691.0,3688.0,3689.25,0.401,-0.865,0.2,1453.4,1.28,1456.0,1451.0,1453.4,0.08,0.098,0.4,1065.8,2.34,1068.0,1062.0,1065.8,-0.769,-0.969,0.2
D2,19.2,73.0,3689.55,1.02,3691.0,3688.0,3689.55,0.145,-1.163,0.2,1453.4,1.28,1456.0,1451.0,1453.4,0.08,0.098,0.4,1065.2,2.46,1068.0,1062.0,1065.2,-0.352,-1.55,0.2
D2,19.21,73.0,3689.85,0.96,3691.0,3688.0,3689.85,-0.033,-1.365,0.1,1453.4,1.28,1456.0,1451.0,1453.4,0.08,0.098,0.4,1064.6,2.44,1068.0,1062.0,1064.6,0.013,-1.722,0.1
D2,19.22,73.0,3690.05,0.92,3691.0,3689.0,3690.05,-0.099,-1.813,0.1,1453.5,1.24,1456.0,1451.0,1453.5,-0.078,0.377,0.4,1064.0,2.26,1068.0,1062.0,1064.0,0.339,-1.674,0.1
D2,19.23,73.0,3690.15,0.96,3691.0,3689.0,3690.15,-0.303,-1.853,0.1,1453.5,1.07,1456.0,1451.0,1453.5,-0.608,1.471,0.1,1063.7,2.1,1067.0,1062.0,1063.7,0.464,-1.701,0.1
D2,19.24,73.0,3690.3,0.95,3691.0,3689.0,3690.3,-0.629,-1.604,0.1,1453.55,0.74,1454.0,1451.0,1453.55,-2.024,4.233,0.1,1063.45,1.99,1067.0,1062.0,1063.45,0.667,-1.492,0.1
D2,19.24,73.0,3690.5,0.87,3691.0,3689.0,3690.5,-1.155,-0.667,0.1,1453.75,0.43,1454.0,1453.0,1453.75,-1.155,-0.667,0.1,1063.0,1.73,1066.0,1062.0,1063.0,1.155,-0.667,0.1
D2,19.24,73.0,3690.7,0.71,3691.0,3689.0,3690.7,-1.96,1.843,0.1,1453.85,0.36,1454.0,1453.0,1453.85,-1.96,1.843,0.1,1062.6,1.43,1066.0,1062.0,1062.6,1.96,1.843,0.1
D2,19.24,73.0,3690.9,0.44,3691.0,3689.0,3690.9,-4.129,15.053,0.1,1453.95,0.22,1454.0,1453.0,1453.95,-4.129,15.053,0.1,1062.2,0.87,1066.0,1062.0,1062.2,4.129,15.053,0.1
D2,19.24,73.0,3691.0,0.0,3691.0,3691.0,3691.0,0.0,0.0,0.0,1454.0,0.0,1454.0,1454.0,1454.0,0.0,0.0,0.0,1062.0,0.0,1062.0,1062.0,1062.0,0.0,0.0,0.0
D2,19.24,73.0,3691.0,0.0,3691.0,3691.0,3691.0,0.0,0.0,0.0,1454.0,0.0,1454.0,1454.0,1454.0,0.0,0.0,0.0,1062.0,0.0,1062.0,1062.0,1062.0,0.0,0.0,0.0
D2,19.24,73.0,3690.9,0.3,3691.0,3690.0,3690.9,-2.667,5.111,0.1,1454.1,0.3,1455.0,1454.0,1454.1,2.667,5.111,0.1,1062.6,1.8,1068.0,1062.0,1062.6,2.667,5.111,0.1
D2,19.24,73.0,3690.8,0.4,3691.0,3690.0,3690.8,-1.5,0.25,0.1,1454.2,0.4,1455.0,1454.0,1454.2,1.5,0.25,0.1,1063.2,2.4,1068.0,1062.0,1063.2,1.5,0.25,0.1
D2,19.24,73.0,3690.7,0.46,3691.0,3690.0,3690.7,-0.873,-1.238,0.1,1454.3,0.46,1455.0,1454.0,1454.3,0.873,-1.238,0.1,1063.8,2.75,1068.0,1062.0,1063.8,0.873,-1.238,0.1
D2,19.24,73.0,3690.6,0.49,3691.0,3690.0,3690.6,-0.408,-1.833,0.1,1454.4,0.49,1455.0,1454.0,1454.4,0.408,-1.833,0.1,1064.4,2.94,1068.0,1062.0,1064.4,0.408,-1.833,0.1
D2,19.24,73.0,3690.5,0.5,3691.0,3690.0,3690.5,0.0,-2.0,0.1,1454.5,0.5,1455.0,1454.0,1454.5,0.0,-2.0,0.1,1065.0,3.0,1068.0,1062.0,1065.0,0.0,-2.0,0.1
D2,19.24,73.0,3690.2,0.87,3691.0,3688.0,3690.2,-1.304,1.341,0.1,1454.7,0.64,1456.0,1454.0,1454.7,0.366,-0.706,0.1,1065.5,2.87,1068.0,1062.0,1065.5,-0.38,-1.824,0.1
D2,19.24,73.0,3689.9,1.04,3691.0,3688.0,3689.9,-0.854,-0.436,0.2,1454.9,0.7,1456.0,1454.0,1454.9,0.14,-0.96,0.1,1066.0,2.65,1068.0,1062.0,1066.0,-0.81,-1.265,0.1
D2,19.24,73.0,3689.6,1.11,3691.0,3688.0,3689.6,-0.469,-1.213,0.1,1455.1,0.7,1456.0,1454.0,1455.1,-0.14,-0.96,0.1,1066.5,2.29,1068.0,1062.0,1066.5,-1.372,0.068,0.1
D2,19.24,73.0,3687.8,5.04,3691.0,3673.0,3687.8,-2.471,4.495,0.1,1452.3,8.79,1456.0,1426.0,1452.33,-2.644,5.04,0.2,1078.3,33.94,1180.0,1062.0,1078.83,2.653,5.071,0.2
D2,19.24,73.0,3686.0,6.56,3690.0,3673.0,3686.01,-1.436,0.161,0.1,1449.5,11.76,1456.0,1426.0,1449.55,-1.495,0.243,0.1,1090.1,44.95,1180.0,1067.0,1091.03,1.5,0.25,0.1
D2,19.24,73.0,3684.4,7.3,3690.0,3673.0,3684.41,-0.841,-1.223,0.1,1448.25,12.88,1459.0,1426.0,1448.31,-1.138,-0.677,0.1,1097.35,48.26,1180.0,1067.0,1098.41,1.091,-0.748,0.1
D2,19.24,73.0,3682.9,7.54,3690.0,3673.0,3682.91,-0.396,-1.775,0.1,1448.65,13.14,1459.0,1426.0,1448.71,-1.121,-0.689,0.1,1100.65,47.26,1180.0,1067.0,1101.66,0.976,-0.868,0.1
D2,19.24,73.0,3681.4,7.47,3690.0,3673.0,3681.41,-0.001,-1.929,0.1,1449.05,13.38,1459.0,1426.0,1449.11,-1.115,-0.695,0.1,1103.95,46.0,1180.0,1067.0,1104.91,0.879,-0.933,0.1
D2,19.24,73.0,3679.9,7.08,3690.0,3673.0,3679.91,0.391,-1.769,0.1,1449.45,13.61,1459.0,1426.0,1449.51,-1.117,-0.696,0.1,1107.25,44.46,1180.0,1067.0,1108.14,0.803,-0.946,0.1
D2,19.24,73.0,3678.4,6.34,3688.0,3673.0,3678.41,0.819,-1.249,0.1,1449.85,13.83,1459.0,1426.0,1449.92,-1.126,-0.69,0.1,1110.55,42.61,1180.0,1067.0,1111.37,0.757,-0.908,0.1
D2,19.24,73.0,3677.1,5.51,3688.0,3673.0,3677.1,1.413,0.145,0.1,1450.15,13.99,1459.0,1426.0,1450.22,-1.132,-0.686,0.1,1113.95,40.3,1180.0,1067.0,1114.68,0.766,-0.821,0.1
D2,19.24,73.0,3675.8,4.15,3688.0,3673.0,3675.8,2.451,4.489,0.2,1450.45,14.14,1459.0,1426.0,1450.52,-1.142,-0.678,0.1,1117.35,37.53,1180.0,1067.0,1117.98,0.868,-0.711,0.1
D2,19.24,73.0,3674.5,0.87,3675.0,3673.0,3674.5,-1.155,-0.667,0.1,1450.75,14.29,1459.0,1426.0,1450.82,-1.155,-0.667,0.1,1120.75,34.21,1180.0,1101.0,1121.27,1.155,-0.667,0.1
D2,19.24,73.0,3674.7,0.71,3675.0,3673.0,3674.7,-1.96,1.843,0.1,1454.05,11.78,1459.0,1426.0,1454.1,-1.96,1.843,0.1,1112.85,28.21,1180.0,1101.0,1113.21,1.96,1.843,0.1
D2,19.24,73.0,3675.4,1.62,3681.0,3673.0,3675.4,2.417,5.501,0.4,1456.35,7.58,1459.0,1426.0,1456.37,-3.267,9.965,0.1,1105.35,17.18,1180.0,1101.0,1105.48,4.089,14.83,0.1
D2,19.24,73.0,3676.1,2.23,3681.0,3675.0,3676.1,1.597,0.662,0.1,1457.0,4.0,1459.0,1449.0,1457.01,-1.5,0.25,0.1,1102.0,2.14,1107.0,1101.0,1102.0,1.824,1.471,0.1
D2,19.24,73.0,3676.7,2.63,3681.0,3675.0,3676.7,0.938,-1.058,0.1,1456.0,4.58,1459.0,1449.0,1456.01,-0.873,-1.238,0.1,1102.6,2.58,1107.0,1101.0,1102.6,1.077,-0.771,0.1
D2,19.24,73.0,3677.3,2.85,3681.0,3675.0,3677.3,0.462,-1.741,0.1,1455.0,4.9,1459.0,1449.0,1455.01,-0.408,-1.833,0.1,1103.2,2.82,1107.0,1101.0,1103.2,0.571,-1.626,0.1
D2,19.24,73.0,3677.9,2.93,3681.0,3675.0,3677.9,0.051,-1.957,0.1,1454.0,5.0,1459.0,1449.0,1454.01,0.0,-2.0,0.1,1103.8,2.93,1107.0,1101.0,1103.8,0.149,-1.936,0.1
D2,19.24,73.0,3678.5,2.89,3681.0,3675.0,3678.5,-0.354,-1.831,0.1,1453.0,4.9,1459.0,1449.0,1453.01,0.408,-1.833,0.1,1104.4,2.91,1107.0,1101.0,1104.4,-0.253,-1.894,0.1
D2,19.24,73.0,3679.1,2.72,3681.0,3675.0,3679.1,-0.807,-1.293,0.1,1452.0,4.58,1459.0,1449.0,1452.01,0.873,-1.238,0.1,1105.0,2.76,1107.0,1101.0,1105.0,-0.687,-1.476,0.1
D2,19.24,73.0,3679.7,2.39,3681.0,3675.0,3679.7,-1.402,0.059,0.1,1451.0,4.0,1459.0,1449.0,1451.01,1.5,0.25,0.1,1105.6,2.46,1107.0,1101.0,1105.6,-1.232,-0.404,0.1
D2,19.24,73.0,3680.3,1.82,3681.0,3675.0,3680.3,-2.442,4.234,0.1,1450.0,3.0,1459.0,1449.0,1450.0,2.667,5.111,0.1,1106.2,1.94,1107.0,1101.0,1106.2,-2.094,2.567,0.1
D2,19.24,73.0,3680.9,0.44,3681.0,3679.0,3680.9,-4.129,15.053,0.1,1449.0,0.0,1449.0,1449.0,1449.0,0.0,0.0,0.0,1106.8,0.87,1107.0,1103.0,1106.8,-4.129,15.053,0.1
D2,19.24,73.0,3681.0,0.0,3681.0,3681.0,3681.0,0.0,0.0,0.0,1449.0,0.0,1449.0,1449.0,1449.0,0.0,0.0,0.0,1107.0,0.0,1107.0,1107.0,1107.0,0.0,0.0,0.0
D2,19.24,73.0,3681.0,0.0,3681.0,3681.0,3681.0,0.0,0.0,0.0,1449.0,0.0,1449.0,1449.0,1449.0,0.0,0.0,0.0,1107.0,0.0,1107.0,1107.0,1107.0,0.0,0.0,0.0
D2,19.24,73.0,3681.0,0.0,3681.0,3681.0,3681.0,0.0,0.0,0.0,1449.0,0.0,1449.0,1449.0,1449.0,0.0,0.0,0.0,1107.0,0.0,1107.0,1107.0,1107.0,0.0,0.0,0.0
D2,19.24,73.0,3681.0,0.32,3682.0,3680.0,3681.0,0.0,7.0,1.0,1447.6,4.25,1449.0,1433.0,1447.61,-2.776,5.931,0.1,1109.7,8.25,1139.0,1107.0,1109.73,2.845,6.449,0.1
D2,19.24,73.0,3681.0,0.32,3682.0,3680.0,3681.0,0.0,7.0,1.0,1449.5,7.47,1468.0,1433.0,1449.52,0.745,2.335,0.4,1105.2,16.57,1139.0,1062.0,1105.32,-1.198,2.695,0.4
D2,19.24,73.0,3681.15,0.73,3684.0,3680.0,3681.15,2.895,9.265,1.0,1450.6,8.49,1468.0,1433.0,1450.62,0.636,0.904,0.3,1102.45,19.06,1139.0,1062.0,1102.61,-0.937,0.906,0.3
D2,19.24,73.0,3681.45,1.12,3684.0,3680.0,3681.45,1.633,1.24,0.1,1450.9,8.48,1468.0,1433.0,1450.92,0.533,0.838,0.2,1101.45,19.06,1139.0,1062.0,1101.61,-0.784,0.728,0.2
D2,19.24,73.0,3681.75,1.34,3684.0,3680.0,3681.75,0.965,-0.784,0.1,1451.2,8.46,1468.0,1433.0,1451.22,0.432,0.804,0.3,1100.45,19.01,1139.0,1062.0,1100.61,-0.636,0.62,0.1
D2,19.24,73.0,3682.05,1.47,3684.0,3680.0,3682.05,0.485,-1.566,0.1,1451.5,8.43,1468.0,1433.0,1451.52,0.332,0.804,0.3,1099.45,18.9,1139.0,1062.0,1099.61,-0.493,0.581,0.3
D2,19.24,73.0,3682.25,1.44,3684.0,3680.0,3682.25,0.155,-1.693,0.1,1451.3,8.51,1468.0,1433.0,1451.32,0.381,0.702,0.3,1098.05,18.81,1139.0,1062.0,1098.21,-0.287,0.533,0.2
D2,19.24,73.0,3682.45,1.4,3684.0,3680.0,3682.45,-0.173,-1.579,0.1,1451.1,8.58,1468.0,1433.0,1451.13,0.43,0.617,0.3,1096.65,18.61,1139.0,1062.0,1096.81,-0.083,0.622,0.2
D2,19.24,73.0,3682.65,1.31,3684.0,3680.0,3682.65,-0.526,-1.159,0.1,1450.9,8.65,1468.0,1433.0,1450.93,0.48,0.548,0.3,1095.25,18.3,1139.0,1062.0,1095.4,0.123,0.864,0.2
D2,19.24,73.0,3682.35,1.88,3684.0,3678.0,3682.35,-1.147,0.253,0.1,1452.1,9.13,1468.0,1433.0,1452.13,0.149,-0.164,0.4,1092.05,18.76,1139.0,1062.0,1092.21,0.481,0.773,0.4
D2,19.24,73.0,3682.05,2.25,3684.0,3678.0,3682.05,-0.935,-0.673,0.1,1454.7,7.4,1468.0,1447.0,1454.72,0.638,-0.976,0.1,1086.15,12.95,1097.0,1062.0,1086.23,-0.851,-0.878,0.1
D2,19.24,73.0,3681.75,2.55,3684.0,3678.0,3681.75,-0.682,-1.36,0.1,1454.0,6.37,1468.0,1447.0,1454.01,0.52,-0.957,0.1,1087.45,10.96,1097.0,1062.0,1087.51,-0.796,-0.823,0.1
D2,19.24,73.0,3681.3,2.72,3684.0,3678.0,3681.3,-0.347,-1.8,0.1,1454.1,5.96,1461.0,1447.0,1454.11,0.101,-1.67,0.1,1087.0,9.92,1097.0,1075.0,1087.05,-0.334,-1.793,0.1
D2,19.24,73.0,3680.7,2.72,3684.0,3678.0,3680.7,0.049,-1.931,0.1,1455.0,6.24,1461.0,1447.0,1455.01,-0.209,-1.755,0.1,1084.8,9.9,1097.0,1075.0,1084.85,0.06,-1.916,0.1
D2,19.24,73.0,3680.1,2.59,3684.0,3678.0,3680.1,0.445,-1.748,0.1,1455.9,6.39,1461.0,1447.0,1455.91,-0.527,-1.618,0.1,1082.6,9.37,1097.0,1075.0,1082.64,0.453,-1.728,0.1
D2,19.24,73.0,3679.5,2.29,3683.0,3678.0,3679.5,0.873,-1.238,0.1,1456.8,6.42,1461.0,1447.0,1456.81,-0.873,-1.238,0.1,1080.4,8.25,1093.0,1075.0,1080.43,0.873,-1.238,0.1
D2,19.24,73.0,3679.0,2.0,3683.0,3678.0,3679.0,1.5,0.25,0.1,1458.2,5.6,1461.0,1447.0,1458.21,-1.5,0.25,0.1,1078.6,7.2,1093.0,1075.0,1078.62,1.5,0.25,0.1
D2,19.24,73.0,3678.5,1.5,3683.0,3678.0,3678.5,2.667,5.111,0.1,1459.6,4.2,1461.0,1447.0,1459.61,-2.667,5.111,0.1,1076.8,5.4,1093.0,1075.0,1076.81,2.667,5.111,0.1
D2,19.24,73.0,3678.5,1.5,3683.0,3678.0,3678.5,2.667,5.111,0.1,1460.6,1.2,1461.0,1457.0,1460.6,-2.667,5.111,0.1,1075.3,0.9,1078.0,1075.0,1075.3,2.667,5.111,0.1
D2,19.24,73.0,3679.0,2.0,3683.0,3678.0,3679.0,1.5,0.25,0.1,1460.2,1.6,1461.0,1457.0,1460.2,-1.5,0.25,0.1,1075.6,1.2,1078.0,1075.0,1075.6,1.5,0.25,0.1
D2,19.24,73.0,3679.45,2.22,3683.0,3678.0,3679.45,0.898,-1.165,0.1,1459.45,2.77,1461.0,1450.0,1459.45,-2.046,4.041,0.1,1076.7,4.17,1094.0,1075.0,1076.71,3.524,11.798,0.1
D2,19.24,73.0,3679.85,2.29,3683.0,3678.0,3679.85,0.461,-1.725,0.1,1459.95,3.38,1466.0,1450.0,1459.95,-0.848,1.912,0.1,1074.8,7.51,1094.0,1056.0,1074.83,-0.715,3.08,0.5
D2,19.24,73.0,3680.25,2.28,3683.0,3678.0,3680.25,0.071,-1.905,0.1,1460.85,4.54,1470.0,1450.0,1460.86,0.13,0.57,0.2,1071.9,11.44,1094.0,1046.0,1071.96,-1.02,0.719,0.2
D2,19.24,73.0,3680.55,2.18,3683.0,3678.0,3680.55,-0.198,-1.791,0.1,1461.5,5.02,1470.0,1450.0,1461.51,0.035,-0.163,0.1,1069.65,12.91,1094.0,1046.0,1069.73,-0.636,-0.476,0.1
D2,19.24,73.0,3680.75,2.02,3683.0,3678.0,3680.75,-0.347,-1.543,0.1,1461.9,5.13,1470.0,1450.0,1461.91,-0.169,-0.345,0.1,1068.05,13.14,1094.0,1046.0,1068.13,-0.297,-0.84,0.1
D2,19.24,73.0,3681.05,1.83,3683.0,3678.0,3681.05,-0.613,-1.086,0.1,1462.0,5.21,1470.0,1450.0,1462.01,-0.217,-0.476,0.1,1067.1,13.11,1094.0,1046.0,1067.18,-0.111,-0.878,0.1
D2,19.24,73.0,3681.45,1.53,3683.0,3678.0,3681.45,-1.032,0.001,0.3,1461.8,5.28,1470.0,1450.0,1461.81,-0.112,-0.627,0.1,1066.8,12.96,1094.0,1046.0,1066.88,-0.063,-0.798,0.1
D2,19.24,73.0,3681.85,1.01,3683.0,3680.0,3681.85,-0.849,-0.367,0.1,1461.6,5.34,1470.0,1450.0,1461.61,-0.01,-0.741,0.1,1066.5,12.8,1094.0,1046.0,1066.58,-0.015,-0.705,0.1
D2,19.24,73.0,3681.95,1.16,3684.0,3680.0,3681.95,-0.286,-0.334,0.1,1461.2,5.8,1470.0,1450.0,1461.21,-0.076,-0.983,0.1,1067.6,14.14,1094.0,1046.0,1067.69,0.104,-0.932,0.1
D2,19.24,73.0,3682.05,1.28,3684.0,3680.0,3682.05,-0.093,-0.618,0.1,1460.8,6.2,1470.0,1450.0,1460.81,-0.069,-1.213,0.1,1068.7,15.29,1094.0,1046.0,1068.81,0.109,-1.187,0.1
D2,19.24,73.0,3682.2,1.4,3684.0,3680.0,3682.2,-0.14,-0.96,0.1,1460.75,6.16,1470.0,1453.0,1460.76,0.032,-1.39,0.1,1069.0,15.44,1089.0,1046.0,1069.11,0.044,-1.332,0.1
D2,19.24,73.0,3682.4,1.5,3684.0,3680.0,3682.4,-0.344,-1.153,0.1,1459.45,6.29,1470.0,1453.0,1459.46,0.414,-1.248,0.1,1072.3,15.83,1089.0,1046.0,1072.42,-0.337,-1.264,0.1
D2,19.24,73.0,3682.5,1.5,3684.0,3680.0,3682.5,-0.533,-1.052,0.1,1457.25,6.06,1470.0,1448.0,1457.26,0.397,-0.84,0.1,1079.1,17.58,1114.0,1046.0,1079.24,0.205,-0.432,0.1
D2,19.24,73.0,3682.7,1.38,3684.0,3680.0,3682.7,-0.816,-0.485,0.1,1455.3,5.51,1465.0,1448.0,1455.31,0.401,-0.873,0.1,1085.25,17.84,1114.0,1059.0,1085.4,0.261,-0.87,0.1
D2,19.24,73.0,3682.9,1.14,3684.0,3680.0,3682.9,-0.827,-0.033,0.1,1453.55,4.89,1465.0,1447.0,1453.56,0.501,-0.543,0.1,1090.4,16.96,1114.0,1059.0,1090.53,0.084,-1.084,0.1
D2,19.24,73.0,3682.9,1.09,3684.0,3681.0,3682.9,-0.495,-1.113,0.1,1452.05,4.24,1459.0,1447.0,1452.06,0.415,-1.039,0.1,1094.55,15.23,1114.0,1072.0,1094.66,-0.066,-1.298,0.1
D2,19.24,73.0,3682.9,1.14,3684.0,3681.0,3682.9,-0.622,-1.042,0.1,1450.85,3.77,1459.0,1447.0,1450.85,0.709,-0.425,0.1,1097.75,13.44,1114.0,1072.0,1097.83,-0.306,-1.0,0.1
D2,19.24,73.0,3683.0,1.1,3684.0,3681.0,3683.0,-0.913,-0.5,0.1,1449.65,2.76,1453.0,1447.0,1449.65,0.351,-1.806,0.1,1100.65,10.34,1114.0,1089.0,1100.7,0.012,-1.633,0.1
D2,19.24,73.0,3682.8,1.08,3684.0,3681.0,3682.8,-0.557,-0.946,0.1,1449.35,2.54,1453.0,1447.0,1449.35,0.58,-1.432,0.1,1101.15,9.88,1114.0,1089.0,1101.19,-0.004,-1.544,0.1
D2,19.24,73.0,3682.6,1.02,3684.0,3681.0,3682.6,-0.272,-1.044,0.1,1449.05,2.25,1453.0,1447.0,1449.05,0.811,-0.828,0.1,1101.65,9.36,1114.0,1089.0,1101.69,0.009,-1.465,0.1
D2,19.24,73.0,3682.4,0.92,3684.0,3681.0,3682.4,-0.094,-0.898,0.2,1448.75,1.87,1453.0,1447.0,1448.75,0.964,0.019,0.1,1102.15,8.79,1114.0,1089.0,1102.19,0.072,-1.432,0.1
