Scenario,Temp_Mean,Hum_Mean,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz,AccY_Mean,AccY_Std,AccY_Max,AccY_Min,AccY_RMS,AccY_Skew,AccY_Kurt,AccY_PeakFreq_Hz,AccZ_Mean,AccZ_Std,AccZ_Max,AccZ_Min,AccZ_RMS,AccZ_Skew,AccZ_Kurt,AccZ_PeakFreq_Hz
D3,19.23,73.0,3687.5,0.68,3688.7,3686.4,3687.5,0.005,-1.302,0.1,1445.5,1.39,1447.7,1442.5,1445.5,-0.455,-0.655,0.1,1079.78,2.55,1083.8,1075.5,1079.78,-0.303,-1.2,0.2
D3,19.23,73.0,3686.95,0.32,3687.7,3686.4,3686.95,0.162,-0.138,0.8,1445.96,1.92,1449.0,1442.5,1445.96,0.03,-1.134,0.1,1078.82,2.48,1083.8,1075.5,1078.83,0.705,-0.727,0.1
D3,19.23,73.0,3686.76,0.58,3687.7,3685.6,3686.76,-0.531,-0.738,0.1,1447.02,1.28,1449.0,1444.8,1447.03,-0.095,-1.292,0.1,1079.65,1.61,1083.1,1077.5,1079.65,0.556,-0.751,0.1
D3,19.22,73.0,3687.49,1.69,3690.3,3684.7,3687.49,0.075,-1.384,0.1,1446.64,1.06,1448.6,1445.0,1446.64,0.336,-0.976,0.2,1080.58,1.4,1083.1,1078.0,1080.59,-0.057,-0.744,0.9
D3,19.22,73.0,3688.22,2.04,3690.7,3683.9,3688.23,-0.874,-0.611,0.3,1446.34,1.29,1448.6,1443.0,1446.35,-0.54,0.501,0.2,1080.07,1.34,1082.6,1077.9,1080.07,0.065,-0.995,0.6
D3,19.22,73.0,3688.46,1.7,3690.7,3683.9,3688.46,-1.219,1.024,0.3,1447.63,2.02,1451.4,1443.0,1447.63,-0.224,-0.172,0.1,1079.75,1.01,1081.7,1077.9,1079.75,-0.186,-0.953,0.6
D3,19.23,73.0,3688.3,0.98,3690.4,3686.4,3688.3,-0.122,-0.327,0.1,1448.04,1.59,1451.4,1445.5,1448.04,0.333,-0.694,0.1,1079.52,1.26,1081.5,1076.9,1079.52,-0.474,-0.835,0.2
D3,19.23,73.0,3686.94,1.12,3688.7,3684.7,3686.94,-0.427,-0.628,0.1,1447.18,0.96,1448.8,1445.5,1447.18,-0.159,-0.856,1.0,1080.23,1.64,1083.1,1076.9,1080.24,-0.504,-0.632,0.1
D3,19.23,73.0,3685.79,0.89,3687.3,3684.7,3685.79,0.493,-1.304,0.1,1447.6,0.87,1449.2,1445.9,1447.6,-0.236,-0.447,0.1,1081.19,1.06,1083.1,1078.8,1081.19,-0.297,-0.348,0.7
D3,19.23,73.0,3685.7,0.56,3686.4,3684.8,3685.7,-0.372,-1.475,0.1,1448.02,0.87,1449.5,1446.4,1448.02,-0.018,-0.986,0.2,1080.17,1.76,1083.0,1077.0,1080.17,-0.141,-1.047,0.1
D3,19.24,73.0,3686.16,1.37,3689.2,3684.6,3686.17,1.254,0.593,0.1,1447.92,1.11,1449.5,1445.5,1447.92,-0.493,-0.721,0.3,1079.21,1.59,1083.0,1077.0,1079.22,0.466,-0.371,0.1
D3,19.25,73.0,3687.34,1.82,3689.3,3684.6,3687.34,-0.373,-1.646,0.1,1447.96,1.19,1450.5,1445.5,1447.96,-0.082,-0.311,0.1,1079.36,1.35,1081.6,1077.1,1079.37,-0.438,-1.079,0.1
D3,19.26,73.0,3688.15,0.7,3689.3,3686.1,3688.15,-0.782,1.395,0.1,1448.09,0.88,1450.5,1446.6,1448.1,0.881,0.71,0.5,1079.8,1.13,1081.8,1077.3,1079.8,-0.588,0.342,0.2
D3,19.26,73.0,3687.87,0.39,3688.5,3686.7,3687.87,-1.377,2.098,0.2,1447.74,1.07,1449.2,1444.0,1447.74,-1.884,4.884,0.2,1080.01,0.83,1081.8,1078.8,1080.01,0.634,-0.585,0.7
D3,19.26,73.0,3687.65,0.74,3688.5,3686.0,3687.65,-1.229,0.125,0.7,1447.2,1.23,1449.2,1444.0,1447.2,-0.909,0.555,0.2,1079.78,1.07,1080.9,1077.4,1079.78,-0.52,-0.938,0.2
D3,19.24,73.0,3687.12,1.06,3688.7,3685.2,3687.13,-0.351,-1.355,0.4,1447.56,1.24,1450.0,1445.0,1447.56,-0.28,-0.425,0.1,1078.76,2.09,1080.9,1074.6,1078.76,-0.692,-0.884,0.3
D3,19.23,73.0,3686.66,0.97,3688.7,3684.8,3686.66,0.127,-0.464,0.2,1447.3,1.43,1450.0,1444.6,1447.3,-0.195,-0.786,0.1,1078.79,2.14,1082.6,1074.6,1078.8,-0.529,-0.667,0.1
D3,19.23,73.0,3687.58,1.43,3690.4,3684.8,3687.59,0.472,-0.138,0.1,1447.09,1.34,1450.1,1444.6,1447.09,0.141,-0.309,0.1,1079.19,1.35,1082.6,1076.9,1079.19,0.52,0.155,0.4
D3,19.23,73.0,3688.42,1.11,3690.4,3686.8,3688.43,0.19,-0.999,0.2,1447.69,0.98,1450.1,1446.2,1447.69,0.368,-0.177,0.4,1079.29,1.12,1081.8,1076.9,1079.29,0.115,-0.065,0.1
D3,19.22,73.0,3688.3,0.95,3689.5,3686.8,3688.3,-0.417,-1.46,0.1,1447.81,0.99,1450.7,1446.2,1447.82,0.881,1.493,0.1,1079.96,1.64,1083.3,1077.0,1079.96,0.44,-0.429,0.1
D3,19.22,73.0,3687.33,1.34,3689.5,3684.7,3687.33,-0.043,-0.949,0.1,1447.34,1.58,1450.7,1444.3,1447.34,-0.268,-0.171,0.2,1080.22,1.81,1083.3,1077.0,1080.22,-0.018,-1.091,0.1
D3,19.22,73.0,3686.97,1.38,3689.5,3684.7,3686.97,0.458,-0.87,0.1,1446.25,1.54,1449.1,1444.1,1446.25,0.159,-1.216,0.1,1079.46,1.46,1082.6,1077.4,1079.46,0.465,-0.947,1.0
D3,19.22,73.0,3687.76,1.05,3689.5,3685.4,3687.76,-0.522,-0.04,0.2,1447.2,1.7,1450.2,1444.1,1447.2,-0.435,-0.862,0.1,1078.77,0.88,1080.5,1077.4,1078.77,0.549,-0.727,0.9
D3,19.22,73.0,3687.9,0.28,3688.6,3687.4,3687.9,0.604,0.115,0.8,1448.3,0.84,1450.2,1446.2,1448.31,-0.236,0.704,0.5,1078.91,0.77,1080.3,1077.8,1078.91,0.263,-1.157,0.6
D3,19.22,73.0,3687.56,0.85,3688.6,3685.8,3687.56,-1.248,0.063,0.1,1447.63,1.15,1449.1,1445.2,1447.63,-0.601,-0.545,0.2,1078.32,1.25,1080.3,1076.0,1078.32,-0.506,-0.788,0.1
D3,19.22,73.0,3687.75,1.85,3692.0,3685.3,3687.75,0.47,-0.649,0.1,1447.3,1.53,1449.8,1444.3,1447.3,-0.209,-0.915,0.2,1077.36,1.82,1080.5,1073.1,1077.36,-0.256,-0.27,0.1
D3,19.23,73.0,3687.11,2.15,3692.0,3684.5,3687.11,0.781,-0.734,0.1,1447.59,1.51,1450.0,1444.3,1447.59,-0.169,-0.491,0.3,1077.62,2.57,1085.1,1073.1,1077.63,0.81,1.523,0.2
D3,19.23,73.0,3686.46,0.97,3688.7,3684.5,3686.46,-0.009,0.043,0.1,1448.58,1.43,1451.6,1446.6,1448.59,0.264,-1.131,0.1,1078.19,2.22,1085.1,1073.8,1078.2,0.999,2.606,0.8
D3,19.23,73.0,3687.07,0.46,3688.6,3686.6,3687.07,1.784,3.435,0.2,1448.82,1.27,1451.6,1446.2,1448.83,-0.05,-0.372,0.5,1077.45,1.36,1079.8,1075.2,1077.45,0.228,-1.252,0.1
D3,19.23,73.0,3687.27,0.57,3688.6,3686.7,3687.28,0.882,-0.473,0.1,1448.42,0.88,1449.6,1446.2,1448.43,-0.519,-0.05,0.1,1077.08,1.24,1079.7,1075.2,1077.08,0.363,-0.656,0.1
D3,19.23,73.0,3688.16,1.11,3690.2,3686.7,3688.16,0.631,-0.863,0.2,1448.85,0.65,1449.9,1447.6,1448.85,-0.038,-1.05,0.9,1077.74,1.24,1079.7,1075.2,1077.74,-0.346,-0.769,0.1
D3,19.23,73.0,3689.19,1.14,3691.5,3687.0,3689.19,-0.186,-0.749,0.2,1449.06,0.99,1451.0,1446.7,1449.06,-0.569,0.324,0.1,1077.34,2.09,1079.7,1071.9,1077.35,-1.051,0.177,0.2
D3,19.19,73.0,3688.81,1.15,3691.5,3687.0,3688.81,0.511,-0.486,0.1,1448.56,1.33,1451.0,1445.7,1448.57,-0.324,-0.474,0.1,1076.94,2.15,1079.7,1071.9,1076.94,-0.838,-0.453,0.1
D3,19.14,73.0,3688.13,0.5,3689.7,3687.2,3688.13,1.542,3.209,0.2,1447.54,1.47,1450.8,1444.7,1447.55,0.324,-0.196,0.1,1076.94,1.28,1078.8,1073.3,1076.94,-0.792,0.936,0.7
D3,19.14,73.0,3688.74,0.94,3691.3,3687.8,3688.74,1.429,1.346,0.1,1448.45,1.92,1451.4,1444.7,1448.45,-0.155,-1.213,0.1,1076.82,0.95,1078.9,1075.1,1076.83,0.546,-0.386,0.1
D3,19.14,73.0,3689.1,0.79,3691.3,3688.1,3689.1,1.44,1.767,0.2,1449.83,0.91,1451.6,1448.1,1449.83,0.214,-0.643,0.3,1076.6,1.09,1078.9,1074.3,1076.6,0.026,-0.102,0.1
D3,19.14,73.0,3688.75,0.62,3689.7,3687.0,3688.75,-0.978,0.919,0.7,1448.7,1.52,1451.6,1445.4,1448.7,-0.25,-0.358,0.1,1076.3,1.19,1079.5,1074.3,1076.31,0.876,1.075,0.2
D3,19.14,73.0,3688.33,0.63,3689.7,3687.0,3688.33,0.312,-0.248,0.1,1449.7,2.77,1454.6,1445.4,1449.7,0.297,-1.323,0.1,1077.04,1.43,1080.0,1074.7,1077.04,0.522,-0.645,0.1
D3,19.14,73.0,3688.28,0.9,3690.5,3686.4,3688.28,0.886,1.163,0.4,1450.28,2.35,1454.6,1446.7,1450.28,0.249,-1.221,0.1,1076.96,1.57,1080.0,1073.4,1076.96,-0.488,0.165,0.4
D3,19.14,73.0,3688.47,1.26,3690.5,3686.1,3688.47,-0.035,-0.869,0.5,1448.37,1.23,1450.7,1446.2,1448.38,-0.134,-0.875,0.3,1077.07,1.61,1080.2,1073.4,1077.07,-0.579,0.246,0.1
D3,19.14,73.0,3688.14,1.36,3690.1,3686.0,3688.14,0.156,-1.227,0.5,1448.91,2.23,1453.6,1446.1,1448.91,0.795,-0.32,0.1,1076.88,1.47,1080.2,1073.4,1076.88,0.065,0.49,0.1
D3,19.14,73.0,3687.8,1.04,3690.0,3686.0,3687.8,0.639,0.125,0.3,1449.3,2.1,1453.6,1446.1,1449.31,0.567,-0.435,0.1,1076.58,1.19,1079.2,1073.4,1076.58,-0.264,1.177,0.3
D3,19.14,73.0,3686.88,1.05,3688.5,3684.6,3686.88,-0.424,-0.835,0.1,1448.67,1.53,1452.1,1446.0,1448.68,0.165,-0.501,0.2,1077.32,1.05,1079.8,1075.6,1077.32,0.575,-0.138,0.3
D3,19.14,73.0,3685.06,1.16,3687.5,3683.7,3685.06,0.502,-1.071,0.1,1448.9,1.42,1452.1,1446.0,1448.9,-0.074,-0.125,0.2,1077.7,1.01,1079.8,1075.6,1077.7,0.202,0.216,0.3
D3,19.14,73.0,3685.01,1.89,3690.4,3683.7,3685.02,2.175,3.473,0.1,1449.26,0.81,1450.9,1447.5,1449.26,-0.42,0.084,0.8,1078.62,1.72,1081.9,1076.2,1078.62,0.582,-0.651,0.1
D3,19.14,73.0,3687.57,2.29,3690.4,3683.8,3687.57,-0.407,-1.528,0.1,1448.62,1.12,1450.9,1446.6,1448.63,-0.031,-0.902,0.1,1078.7,1.85,1081.9,1075.7,1078.7,0.204,-0.978,0.2
D3,19.14,73.0,3689.36,0.8,3692.2,3688.6,3689.36,2.16,5.343,0.2,1451.37,6.08,1463.5,1446.6,1451.38,1.151,-0.561,0.1,1076.17,4.24,1080.3,1066.6,1076.18,-1.299,0.311,0.1
D3,19.14,73.0,3690.78,2.2,3694.3,3688.6,3690.78,0.615,-1.434,0.2,1458.4,6.12,1463.5,1447.3,1458.41,-1.098,-0.698,0.1,1069.86,5.86,1079.8,1062.6,1069.88,0.618,-1.155,0.1
D3,19.14,73.0,3691.78,1.93,3694.3,3688.7,3691.78,0.003,-1.494,0.1,1460.78,1.65,1463.0,1457.5,1460.78,-0.518,-0.881,0.1,1066.13,2.21,1069.1,1062.0,1066.13,-0.475,-1.187,0.1
D3,19.14,73.0,3691.34,0.97,3694.3,3690.4,3691.34,2.133,3.628,0.2,1459.14,1.31,1462.4,1457.3,1459.14,0.656,-0.127,0.3,1067.68,2.18,1070.4,1062.0,1067.68,-1.353,1.052,0.6
D3,19.14,73.0,3690.36,0.86,3691.8,3688.8,3690.37,-0.396,-0.952,0.1,1456.52,2.62,1460.7,1451.6,1456.52,-0.404,-1.045,0.1,1069.06,1.88,1073.0,1064.5,1069.06,-0.132,0.662,0.2
D3,19.14,73.0,3689.22,0.59,3690.2,3688.3,3689.22,0.191,-1.16,0.1,1453.61,1.7,1457.6,1450.7,1453.61,0.639,0.024,0.1,1070.02,1.94,1073.0,1066.2,1070.02,-0.042,-1.022,0.1
D3,19.14,73.0,3689.24,0.8,3690.8,3688.3,3689.24,1.036,-0.272,0.1,1453.17,1.05,1454.9,1450.7,1453.17,-0.332,-0.596,0.1,1070.14,1.62,1072.9,1067.0,1070.14,-0.055,-0.761,0.1
D3,19.14,73.0,3689.48,1.14,3691.3,3686.7,3689.48,-0.365,-0.23,0.1,1453.26,1.09,1455.6,1451.2,1453.27,0.084,-0.434,1.0,1070.22,1.21,1072.4,1067.0,1070.22,-0.527,0.5,0.2
D3,19.14,73.0,3689.31,1.1,3691.3,3686.7,3689.31,-0.34,-0.061,0.2,1452.74,1.44,1455.6,1450.8,1452.74,0.157,-1.182,0.1,1071.57,1.31,1074.8,1069.2,1071.57,0.589,0.316,0.1
D3,19.14,73.0,3688.9,0.97,3690.8,3687.5,3688.91,0.349,-1.155,0.2,1452.92,1.4,1454.8,1450.8,1452.92,-0.231,-1.466,0.2,1072.37,1.06,1074.8,1070.7,1072.37,0.33,-0.419,0.3
D3,19.14,73.0,3688.27,0.72,3690.3,3687.5,3688.27,1.903,2.9,0.3,1453.93,0.9,1455.0,1451.8,1453.94,-1.082,0.213,0.1,1072.06,1.27,1074.4,1070.0,1072.07,-0.028,-1.071,0.5
D3,19.14,73.0,3687.78,0.46,3688.3,3687.0,3687.79,-0.55,-1.195,0.1,1453.54,1.37,1455.0,1450.4,1453.54,-0.953,-0.48,0.1,1071.78,1.28,1074.4,1070.0,1071.78,0.155,-0.801,0.2
D3,19.14,73.0,3687.54,0.94,3690.9,3686.8,3687.54,2.304,5.461,0.1,1452.42,1.61,1454.9,1447.2,1452.42,-1.51,3.143,0.2,1071.32,1.26,1073.3,1068.3,1071.32,-0.844,-0.001,0.4
D3,19.14,73.0,3688.71,1.65,3691.4,3686.8,3688.71,0.335,-1.294,0.1,1451.96,1.55,1454.1,1447.2,1451.97,-1.324,2.044,0.6,1071.73,1.61,1074.4,1068.3,1071.73,-0.344,-0.474,0.1
D3,19.14,73.0,3688.29,2.04,3691.4,3685.6,3688.29,0.021,-1.443,0.1,1452.16,1.16,1454.5,1450.0,1452.16,-0.007,-0.483,0.5,1072.02,1.45,1074.4,1069.9,1072.02,0.097,-1.367,0.1
D3,19.14,73.0,3686.84,1.09,3689.7,3685.6,3686.84,1.271,1.15,0.1,1451.84,1.33,1454.5,1449.5,1451.85,0.291,-0.72,0.1,1072.41,1.49,1076.0,1069.9,1072.41,0.317,-0.312,0.1
D3,19.14,73.0,3686.77,0.8,3689.1,3685.7,3686.77,0.943,1.36,0.1,1450.93,1.01,1454.3,1449.5,1450.93,1.769,3.713,0.8,1072.2,1.78,1076.0,1069.1,1072.2,0.066,-0.708,0.1
D3,19.14,73.0,3687.18,1.39,3689.4,3685.8,3687.19,0.484,-1.543,0.1,1450.94,0.9,1452.7,1449.2,1450.94,0.191,-0.848,0.8,1072.01,1.99,1076.0,1069.1,1072.01,0.301,-1.143,0.1
D3,19.14,73.0,3687.46,1.35,3689.4,3685.5,3687.47,-0.093,-1.639,0.2,1450.85,1.59,1453.0,1447.0,1450.85,-0.624,-0.353,0.2,1073.36,1.57,1076.0,1069.8,1073.37,-0.794,0.049,0.1
D3,19.14,73.0,3688.5,2.32,3693.8,3685.5,3688.51,1.11,0.431,0.2,1453.28,4.41,1463.5,1447.0,1453.29,1.218,0.682,0.2,1073.56,2.16,1078.6,1070.3,1073.56,0.558,0.051,1.0
D3,19.14,73.0,3692.08,2.86,3695.3,3687.6,3692.08,-0.458,-1.46,0.1,1461.5,6.58,1470.2,1451.7,1461.51,-0.352,-1.496,0.1,1067.73,7.17,1078.6,1054.8,1067.75,-0.554,-0.686,0.1
D3,19.14,73.0,3694.46,0.92,3695.4,3691.8,3694.46,-1.245,1.318,0.1,1466.91,1.58,1470.2,1463.0,1466.91,-0.092,0.379,0.3,1059.06,5.52,1070.7,1051.9,1059.08,0.524,-0.895,0.1
D3,19.14,73.0,3694.08,0.85,3695.4,3692.6,3694.08,0.137,-0.981,0.1,1466.91,0.73,1468.4,1465.7,1466.91,0.188,-1.037,0.9,1056.12,2.62,1060.2,1051.9,1056.12,-0.001,-1.378,0.1
D3,19.14,73.0,3692.97,0.77,3694.4,3691.9,3692.97,0.212,-1.181,0.1,1465.56,2.04,1468.4,1460.9,1465.57,-0.745,-0.668,0.1,1057.4,2.4,1061.2,1053.9,1057.4,-0.044,-1.426,0.1
D3,19.14,73.0,3691.55,1.73,3693.5,3686.8,3691.55,-1.871,2.521,0.2,1462.88,2.52,1466.8,1457.6,1462.88,-0.683,0.052,0.3,1059.8,2.28,1063.6,1054.1,1059.8,-0.857,0.428,0.3
D3,19.14,73.0,3689.27,2.13,3692.4,3686.3,3689.27,0.15,-1.504,0.1,1459.44,3.09,1463.9,1454.8,1459.44,0.193,-1.354,0.1,1062.6,2.4,1067.7,1058.4,1062.6,0.375,-0.332,0.1
D3,19.14,73.0,3689.04,1.72,3692.1,3686.3,3689.05,0.403,-0.599,0.2,1456.4,1.76,1459.3,1453.6,1456.4,0.101,-1.175,0.1,1064.92,1.77,1067.7,1060.9,1064.92,-0.746,-0.415,0.1
D3,19.14,73.0,3691.16,1.41,3692.4,3688.5,3691.16,-0.897,-1.041,0.1,1456.43,1.44,1458.4,1453.6,1456.43,-0.57,-0.73,0.1,1065.56,0.96,1068.0,1063.8,1065.56,0.274,0.328,0.1
D3,19.14,73.0,3691.36,1.16,3692.4,3688.8,3691.36,-1.173,-0.119,0.1,1458.2,1.41,1460.8,1456.1,1458.2,0.25,-1.087,0.1,1064.92,1.63,1068.0,1061.2,1064.92,-0.428,0.154,0.1
D3,19.14,73.0,3691.56,1.37,3693.3,3688.8,3691.57,-0.738,-0.615,0.1,1458.72,1.46,1461.7,1456.2,1458.72,0.045,-0.661,0.1,1063.6,1.73,1067.5,1061.1,1063.61,0.43,-0.623,0.2
D3,19.14,73.0,3691.67,1.05,3693.3,3689.1,3691.67,-0.284,-0.291,0.1,1458.14,1.27,1461.7,1456.2,1458.14,0.916,0.951,0.6,1062.71,1.73,1068.4,1060.3,1062.71,1.523,3.287,0.1
D3,19.14,73.0,3690.55,0.85,3691.9,3688.4,3690.56,-0.675,0.198,0.5,1459.08,1.66,1462.5,1456.7,1459.08,0.343,-0.894,0.1,1063.64,2.1,1068.4,1060.3,1063.64,0.214,-0.705,0.1
D3,19.14,73.0,3690.32,0.75,3691.9,3688.4,3690.32,0.123,1.235,0.6,1461.24,1.86,1464.3,1457.4,1461.24,-0.19,-0.802,0.1,1064.17,1.56,1067.1,1061.6,1064.17,-0.251,-1.064,0.6
D3,19.14,73.0,3691.02,0.81,3692.2,3689.8,3691.02,0.044,-1.556,0.1,1460.56,2.28,1464.3,1457.5,1460.57,0.115,-1.357,0.1,1063.1,1.43,1067.1,1060.1,1063.11,0.782,1.448,0.6
D3,19.14,73.0,3691.34,0.96,3692.7,3688.9,3691.35,-0.953,0.027,0.1,1458.38,1.53,1461.7,1455.4,1458.38,0.233,-0.426,0.1,1063.08,1.37,1066.4,1060.1,1063.09,0.107,0.68,0.1
D3,19.14,73.0,3690.06,1.28,3692.7,3688.5,3690.06,0.756,-0.785,0.1,1458.52,1.7,1460.7,1455.4,1458.53,-0.273,-1.321,0.2,1063.48,1.35,1066.4,1060.6,1063.48,-0.117,-0.217,0.2
D3,19.14,73.0,3689.1,0.34,3689.6,3688.5,3689.1,-0.434,-0.83,0.6,1458.96,1.3,1460.6,1456.1,1458.96,-0.548,-0.537,0.3,1063.99,1.41,1067.2,1061.4,1063.99,0.035,-0.2,0.2
D3,19.14,73.0,3689.58,0.55,3690.4,3688.5,3689.58,-0.265,-1.196,0.1,1456.39,2.54,1460.3,1451.8,1456.4,-0.066,-1.442,0.1,1065.44,1.42,1068.0,1061.9,1065.44,-0.216,0.186,0.1
D3,19.14,73.0,3690.16,0.7,3692.1,3689.1,3690.17,1.653,2.513,0.2,1454.18,1.12,1457.0,1451.8,1454.19,0.357,0.868,0.7,1065.82,1.15,1068.0,1062.8,1065.82,-0.353,0.722,0.2
D3,19.14,73.0,3690.52,1.21,3692.3,3688.9,3690.53,0.189,-1.603,0.1,1454.96,1.58,1457.6,1452.5,1454.96,0.344,-1.182,0.1,1065.51,1.47,1068.6,1062.3,1065.51,-0.211,0.11,0.1
D3,19.14,73.0,3689.94,1.3,3692.3,3688.9,3689.94,0.85,-1.126,0.1,1454.9,1.42,1457.6,1453.2,1454.9,0.613,-0.739,0.1,1066.33,1.6,1069.0,1062.3,1066.33,-0.629,0.11,0.1
D3,19.14,73.0,3689.77,0.97,3691.3,3688.9,3689.77,0.638,-1.427,0.1,1455.12,1.5,1458.7,1453.3,1455.12,0.871,-0.116,0.1,1067.14,0.93,1069.0,1065.3,1067.14,0.147,-0.721,1.0
D3,19.14,73.0,3690.67,0.83,3691.9,3689.0,3690.67,-0.861,-0.388,1.0,1455.31,2.04,1459.6,1451.7,1455.31,0.363,-0.544,0.1,1066.99,1.34,1069.3,1064.2,1066.99,-0.054,-0.62,1.0
