Scenario,Temp_Mean,Hum_Mean,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz,AccY_Mean,AccY_Std,AccY_Max,AccY_Min,AccY_RMS,AccY_Skew,AccY_Kurt,AccY_PeakFreq_Hz,AccZ_Mean,AccZ_Std,AccZ_Max,AccZ_Min,AccZ_RMS,AccZ_Skew,AccZ_Kurt,AccZ_PeakFreq_Hz
D1,36.52,33.01,3609.85,1.56,3613.0,3607.0,3609.85,0.409,-0.243,0.6,1476.95,1.96,1480.0,1473.0,1476.95,-0.447,-0.803,0.7,1230.55,3.5,1237.0,1223.0,1230.55,-0.197,-0.574,1.0
D1,36.52,32.98,3609.85,1.74,3613.0,3607.0,3609.85,0.402,-0.937,0.2,1477.05,1.86,1479.0,1474.0,1477.05,-0.589,-1.086,0.5,1230.45,3.12,1235.0,1223.0,1230.45,-0.332,-0.208,0.9
D1,36.53,33.02,3609.85,1.62,3613.0,3608.0,3609.85,0.455,-1.196,0.3,1477.05,1.56,1479.0,1474.0,1477.05,-0.553,-0.724,0.7,1230.85,3.6,1238.0,1223.0,1230.86,0.303,0.04,0.4
D1,36.53,32.9,3610.35,1.96,3616.0,3608.0,3610.35,0.987,1.162,0.7,1477.2,1.25,1479.0,1475.0,1477.2,-0.074,-0.97,0.9,1231.4,3.92,1241.0,1223.0,1231.41,0.668,0.774,0.3
D1,36.53,32.97,3610.2,2.23,3616.0,3606.0,3610.2,0.481,0.372,0.6,1477.05,1.43,1479.0,1474.0,1477.05,-0.293,-0.76,0.9,1230.25,4.76,1241.0,1218.0,1230.26,-0.511,1.121,0.4
D1,36.55,32.95,3609.9,1.79,3613.0,3606.0,3609.9,-0.165,-0.737,0.3,1477.05,1.32,1480.0,1474.0,1477.05,-0.092,0.329,0.8,1228.8,4.41,1234.0,1218.0,1228.81,-0.687,-0.261,0.4
D1,36.56,32.88,3609.9,1.41,3612.0,3607.0,3609.9,-0.25,-0.778,0.6,1476.3,1.98,1480.0,1472.0,1476.3,-0.575,0.219,0.3,1230.25,3.45,1236.0,1223.0,1230.25,-0.395,-0.756,0.5
D1,36.55,32.9,3609.65,1.59,3613.0,3607.0,3609.65,0.061,-0.664,0.6,1476.55,2.29,1481.0,1472.0,1476.55,-0.214,-0.218,0.1,1230.0,3.73,1236.0,1223.0,1230.01,-0.237,-0.882,0.3
D1,36.55,32.97,3610.25,1.58,3614.0,3607.0,3610.25,0.349,0.336,1.0,1477.05,2.2,1481.0,1473.0,1477.05,0.218,-0.621,0.5,1228.85,3.71,1236.0,1221.0,1228.86,-0.247,-0.462,0.3
D1,36.55,33.07,3609.9,2.12,3614.0,3606.0,3609.9,0.194,-0.492,0.4,1476.2,2.18,1481.0,1472.0,1476.2,0.263,-0.128,0.6,1229.75,3.71,1236.0,1221.0,1229.76,-0.5,-0.416,1.0
D1,36.56,33.14,3609.65,2.01,3614.0,3606.0,3609.65,0.337,-0.399,0.5,1476.65,1.82,1480.0,1472.0,1476.65,-0.562,0.234,0.1,1230.7,4.06,1238.0,1224.0,1230.71,-0.105,-1.145,0.5
D1,36.57,33.04,3609.5,1.66,3613.0,3607.0,3609.5,0.033,-0.579,0.7,1476.7,1.73,1480.0,1473.0,1476.7,-0.223,-0.608,0.8,1230.65,4.36,1238.0,1221.0,1230.66,-0.374,-0.704,0.5
D1,36.55,32.94,3609.1,1.64,3612.0,3607.0,3609.1,0.044,-1.416,0.9,1476.75,1.67,1479.0,1473.0,1476.75,-0.375,-0.522,0.9,1230.1,4.23,1237.0,1221.0,1230.11,-0.335,-0.788,0.5
